House Code,House Heads Code,House  Description,Date Processed,Items No,Number of Packages,Goods Descriptions 1,Items Cif Ghc,Amount Paid Ghc,Country  Destination
,,,8/2/2005 01:04PM,1,4000,LIGHT CROP RAW COCOA BEANS,282322.15,0.00,NL
,,,8/2/2005 01:04PM,1,4000,LIGHT CROP RAW COCOA BEANS,282322.15,0.00,NL
,,,8/2/2005 01:04PM,1,4000,LIGHT CROP RAW COCOA BEANS,282322.15,0.00,NL
,,,8/2/2005 01:04PM,1,4000,LIGHT CROP RAW COCOA BEANS,282322.15,0.00,NL
,,,8/2/2005 01:04PM,1,4000,LIGHT CROP RAW COCOA BEANS,282322.15,0.00,NL
,,,8/2/2005 02:04PM,1,1600,LIGHT CROP RAW COCOA BEANS,130957.15,0.00,TH
,,,8/2/2005 02:04PM,1,800,LIGHT CROP RAW COCOA BEANS,62119.54,0.00,TH
,,,8/2/2005 02:04PM,1,1600,LIGHT CROP RAW COCOA BEANS,147719.02,0.00,TH
,,,8/2/2005 02:05PM,1,800,MAIN CROP RAW COCOA BEANS,84823.93,0.00,JP
,,,8/2/2005 02:05PM,1,800,MAIN CROP RAW COCOA BEANS,84823.93,0.00,JP
,,,8/2/2005 02:05PM,1,4000,LIGHT CROP RAW COCOA BEANS,310597.71,0.00,TH
,,,8/2/2005 02:05PM,1,4000,LIGHT CROP RAW COCOA BEANS,296847.71,0.00,SG
,,,8/2/2005 02:05PM,1,4000,LIGHT CROP RAW COCOA BEANS,296847.71,0.00,SG
,,,8/2/2005 02:05PM,1,4000,LIGHT CROP RAW COCOA BEANS,296847.71,0.00,SG
,,,8/2/2005 02:06PM,1,4000,LIGHTCROP RAW COCOA BEANS,293147.89,0.00,SG
,,,8/2/2005 02:06PM,1,4000,LIGHT CROP RAW COCOA BEANS,310035.67,0.00,SG
,,,8/2/2005 02:06PM,1,4000,LIGHT CROP RAW COCOA BEANS,310035.67,0.00,SG
,,,8/2/2005 02:29PM,1,4000,LIGHT CROP RAW COCOA BEANS,296847.71,0.00,SG
,,,8/4/2005 11:18AM,1,4000,LIGHT CROP RAW COCOA BEANS,357621.44,0.00,MY
,,,8/4/2005 11:18AM,1,4000,LIGHT CROP RAW COCOA BEANS,306692.60,0.00,MY
,,,8/4/2005 11:18AM,1,4000,LIGHT CROP RAW COCOA BEANS,306692.60,0.00,MY
,,,8/4/2005 11:18AM,1,4000,LIGHT CROP RAW COCOA BEANS,306692.60,0.00,MY
,,,8/4/2005 11:18AM,1,4000,LIGHT CROP RAW COCOA BEANS,306692.60,0.00,MY
,,,8/4/2005 11:18AM,1,4000,LIGHT CROP RAW COCOA BEANS,357563.96,0.00,MY
,,,8/4/2005 11:18AM,1,4000,LIGHT CROP RAW COCOA BEANS,327427.09,0.00,MY
,,,8/4/2005 11:31AM,1,1250,LIGHT CROP RAW COCOA BEANS,88400.57,0.00,NL
,,,8/4/2005 11:31AM,1,1600,MAIN CROP RAW COCOA BEANS,139686.17,0.00,JP
,,,8/4/2005 11:31AM,1,1600,MAIN CROP RAW COCOA BEANS,139686.17,0.00,JP
,,,8/4/2005 11:31AM,1,1600,MAIN CROP RAW COCOA BEANS,139686.17,0.00,JP
,,,8/4/2005 11:31AM,1,400,LIGHT CROP RAW COCOA BEANS,29739.06,0.00,MY
,,,8/4/2005 11:31AM,1,800,LIGHT CROP RAW COCOA BEANS,65485.42,0.00,MY
,,,8/4/2005 11:31AM,1,800,LIGHT CROP RAW COCOA BEANS,62110.42,0.00,MY
,,,8/5/2005 12:41PM,1,1,BULK LIGHT CROP RAW COCOA BEANS,607531.18,0.00,DE
,,,8/5/2005 12:41PM,1,1,BULK LIGHT CROP RAW COCOA BEANS,607531.18,0.00,DE
,,,8/5/2005 12:41PM,1,1,BULK LIGHT CROP RAW COCOA BEANS,607531.18,0.00,DE
,,,8/5/2005 12:41PM,1,1,BULK LIGHT CROP RAW COCOA BEANS,615067.68,0.00,DE
,,,8/6/2005 12:34PM,1,3200,LIGHT CROP RAW COCOA BEANS,226319.40,0.00,TR
,,,8/6/2005 12:34PM,1,8000,LIGHT CROP RAW COCOA BEANS,565798.51,0.00,TR
,,,8/6/2005 12:34PM,1,8000,LIGHT CROP RAW COCOA BEANS,565798.51,0.00,TR
,,,8/6/2005 12:34PM,1,8000,LIGHT CROP RAW COCOA BEANS,565798.51,0.00,TR
,,,8/6/2005 12:34PM,1,8000,LIGHT CROP RAW COCOA BEANS,565798.51,0.00,TR
,,,8/6/2005 12:34PM,1,8000,LIGHT CROP RAW COCOA BEANS,593978.26,0.00,TR
,,,8/6/2005 12:34PM,1,8000,LIGHT CROP RAW COCOA BEANS,593978.26,0.00,TR
,,,8/6/2005 12:34PM,1,8000,LIGHT CROP RAW COCOA BEANS,593978.26,0.00,TR
,,,8/6/2005 12:34PM,1,8000,LIGHT CROP RAW COCOA BEANS,593376.07,0.00,TR
,,,8/6/2005 12:34PM,1,400,LIGHT CROP RAW COCOA BEANS,31058.40,0.00,MY
,,,8/6/2005 12:34PM,1,1600,LIGHT CROP RAW COCOA BEANS,128668.83,0.00,MY
,,,8/6/2005 12:34PM,1,4000,LIGHT CROP RAW COCOA BEANS,310636.94,0.00,MY
,,,8/6/2005 12:34PM,1,4000,LIGHT CROP RAW COCOA BEANS,310636.94,0.00,MY
,,,8/8/2005 01:57PM,1,8000,LIGHT CROP RAW COCOA BEANS,685210.03,0.00,EE
,,,8/8/2005 03:27PM,1,4000,MAIN CROP RAW COCOA BEANS,374653.38,0.00,IN
,,,8/12/2005 09:54AM,1,3200,MAIN CROP RAW COCOA BEANS,302964.15,0.00,JP
,,,8/12/2005 09:54AM,1,4000,LIGHT CROP RAW COCOA BEANS,293133.43,0.00,SG
,,,8/12/2005 09:54AM,1,4000,LIGHT CROP RAW COCOA BEANS,293133.43,0.00,SG
,,,8/12/2005 09:54AM,1,4000,LIGHT CROP RAW COCOA BEANS,293133.43,0.00,SG
,,,8/12/2005 09:54AM,1,4000,LIGHT CROP RAW COCOA BEANS,293133.43,0.00,SG
,,,8/19/2005 10:23AM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/19/2005 10:23AM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/19/2005 10:23AM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/19/2005 10:23AM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/19/2005 10:23AM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/19/2005 10:23AM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/19/2005 10:56AM,1,3200,LIGHT CROP RAW COCOA BEANS,248278.92,0.00,MY
,,,8/19/2005 10:56AM,1,2000,LIGHT CROP RAW COCOA BEANS,148597.16,0.00,MY
,,,8/19/2005 10:56AM,1,4000,LIGHT CROP RAW COCOA BEANS,297193.40,0.00,MY
,,,8/19/2005 10:56AM,1,4000,LIGHT CROP RAW COCOA BEANS,297193.40,0.00,MY
,,,8/19/2005 10:56AM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/19/2005 10:56AM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/21/2005 03:04PM,1,4000,LIGHT CROP RAW  COCOA BEANS,300566.21,0.00,BE
,,,8/21/2005 03:04PM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/21/2005 03:04PM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/21/2005 03:04PM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/21/2005 03:04PM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/21/2005 03:04PM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/21/2005 03:04PM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/21/2005 03:04PM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/21/2005 03:04PM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/21/2005 03:04PM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/21/2005 03:04PM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/22/2005 10:53AM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/22/2005 11:04AM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/22/2005 11:04AM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/22/2005 11:04AM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/22/2005 11:04AM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/22/2005 11:04AM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/22/2005 11:04AM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/22/2005 11:04AM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/22/2005 11:04AM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/22/2005 11:04AM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/22/2005 11:04AM,1,4000,LIGHT CROP RAW COCOA BEANS,300566.21,0.00,BE
,,,8/22/2005 01:18PM,1,4000,LIGHT CROP RAW COCOA BEANS,306596.98,0.00,ID
,,,8/22/2005 01:18PM,1,4000,LIGHT CROP RAW COCOA BEANS,306596.98,0.00,ID
,,,8/22/2005 01:18PM,1,3200,LIGHT CROP RAW COCOA BEANS,262286.27,0.00,CN
,,,8/22/2005 01:18PM,1,1600,LIGHT CROP RAW COCOA BEANS,131143.14,0.00,CN
,,,8/22/2005 01:18PM,1,4800,LIGHT CROP RAW COCOA BEANS,388992.50,0.00,CN
,,,8/22/2005 01:18PM,1,3200,MAIN CROP RAW COCOA BEANS,271885.89,0.00,MY
,,,8/22/2005 01:18PM,1,3600,MAIN CROP RAW COCOA BEANS,392155.60,0.00,MY
,,,8/22/2005 01:18PM,1,4000,MAIN CROP RAW COCOA BEANS,435728.64,0.00,MY
,,,8/22/2005 01:18PM,1,4000,LIGH CROP RAW COCOA BEANS,321650.18,0.00,CN
,,,8/25/2005 08:16AM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,8/25/2005 08:16AM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,8/25/2005 08:16AM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,8/25/2005 08:16AM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,8/25/2005 06:17PM,1,4000,LIGHT CROP RAW COCOA BEANS,307323.43,0.00,ID
,,,8/25/2005 06:17PM,1,4000,LIGHT CROP RAW COCOA BEANS,307323.43,0.00,ID
,,,8/25/2005 06:17PM,1,4000,LIGHT CROP RAW COCOA BEANS,299205.21,0.00,ID
,,,8/25/2005 06:17PM,1,4000,LIGHT CROP RAW COCOA BEANS,299205.21,0.00,ID
,,,8/25/2005 06:17PM,1,4000,FERMENTED AND DRIED PROCESSED COCOA(DEAD BEANS) FOR INDUSTRIAL USE,374634.91,0.00,IN
,,,8/25/2005 06:17PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,8/25/2005 06:17PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,8/25/2005 06:17PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,8/25/2005 06:17PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,8/25/2005 06:17PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,8/25/2005 06:17PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,8/25/2005 06:17PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,8/25/2005 06:17PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,8/28/2005 01:15PM,1,6400,LIGHT CROP RAW COCOA BEANS,455459.41,0.00,TR
,,,8/28/2005 01:15PM,1,8000,LIGHT CROP RAW COCOA BEANS,569324.26,0.00,TR
,,,8/28/2005 01:15PM,1,8000,LIGHT CROP RAW COCOA BEANS,569324.26,0.00,TR
,,,8/28/2005 01:15PM,1,8000,LIGHT CROP RAW COCOA BEANS,569324.26,0.00,TR
,,,8/30/2005 04:32PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,DE
,,,8/30/2005 04:32PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,DE
,,,8/30/2005 04:32PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,DE
,,,8/30/2005 04:32PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,DE
,,,8/30/2005 04:32PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,DE
,,,8/30/2005 04:32PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,DE
,,,8/30/2005 04:32PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,DE
,,,8/30/2005 04:32PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,DE
,,,8/30/2005 04:32PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,DE
,,,8/30/2005 04:32PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,DE
,,,8/30/2005 04:32PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,DE
,,,8/30/2005 04:32PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,DE
,,,8/31/2005 02:10PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,8/31/2005 02:10PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,8/31/2005 02:10PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,8/31/2005 02:10PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,8/31/2005 02:10PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,8/31/2005 02:10PM,1,4000,LIGHT CROP RAW COCOA BEAN,300746.19,0.00,BE
,,,8/31/2005 02:20PM,1,8000,LIGHT CROP RAW COCOA BEANS,614645.94,0.00,MY
,,,8/31/2005 02:20PM,1,8000,LIGHT CROP RAW COCOA BEANS,614645.94,0.00,MY
,,,8/31/2005 02:20PM,1,4000,LIGHT CROP RAW COCOA BEANS,363707.52,0.00,CN
,,,8/31/2005 02:20PM,1,4000,LIGHT CROP RAW COCOA BEANS,363707.52,0.00,CN
,,,8/31/2005 02:20PM,1,3200,LIGH CROP RAW COCOA BEANS,257394.31,0.00,MY
,,,8/31/2005 02:20PM,1,4000,LIGHT CROP RAW COCOA BEANS,128697.15,0.00,MY
,,,8/31/2005 02:53PM,1,1600,LIGHT CROP RAW COCOA BEANS,143067.80,0.00,TR
,,,8/31/2005 02:53PM,1,1600,LIGHT CROP RAW COCOA BEANS,136024.35,0.00,TR
,,,8/31/2005 02:53PM,1,4000,LIGHT CROP RAW COCOA BEANS,340060.87,0.00,TR
,,,8/31/2005 02:53PM,1,4000,LIGHT CROP RAW COCOA BEANS,340060.87,0.00,TR
,,,8/31/2005 02:53PM,1,2400,LIGHT CROP RAW COCOA BEANS,180288.60,0.00,TR
,,,8/31/2005 02:53PM,1,4000,LIGHT CROP RAW COCOA BEANS,301082.86,0.00,TR
,,,8/31/2005 02:53PM,1,4000,LIGHT CROP RAW COCOA BEANS,301073.73,0.00,TR
,,,8/31/2005 02:53PM,1,4000,LIGHT CROP RAW COCOA BEANS,301073.73,0.00,TR
,,,8/31/2005 02:53PM,1,4000,LIGHT CROP RAW COCOA BEANS,301073.73,0.00,TR
,,,8/31/2005 02:53PM,1,2400,LIGHT CROP RAW COCOA BEANS,178525.91,0.00,TR
,,,8/31/2005 03:37PM,1,4000,LIGHT CROP RAW COCOA BEANS,297542.88,0.00,TR
,,,8/31/2005 03:37PM,1,40000,LIGHT CROP RAW COCOA BEANS,297428.84,0.00,TR
,,,9/1/2005 10:56AM,1,4000,LIGHT CROP RAW COCOA BEANS,304825.37,0.00,GB
,,,9/1/2005 10:56AM,1,4000,LIGHT CROP RAW COCOA BEANS,304825.37,0.00,GB
,,,9/1/2005 10:56AM,1,4000,LIGHT CROP RAW COCOA BEANS,304825.37,0.00,GB
,,,9/5/2005 11:48AM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,9/5/2005 11:48AM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,9/5/2005 11:48AM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,9/5/2005 11:48AM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,9/5/2005 01:38PM,1,8000,LIGHT CROP RAW COCOA BEANS,716214.86,0.00,TR
,,,9/5/2005 01:38PM,1,8000,LIGHT CROP RAW COCOA BEANS,593812.11,0.00,TR
,,,9/5/2005 01:38PM,1,8000,LIGHT CROP RAW COCOA BEANS,593812.11,0.00,TR
,,,9/5/2005 01:38PM,1,1600,LIGHT CROP RAW COCOA BEANS,139679.28,0.00,JP
,,,9/5/2005 01:48PM,1,8000,LIGHT CROP RAW COCOA BEANS,708952.45,0.00,TR
,,,9/5/2005 01:48PM,1,3200,LIGHT CROP RAW COCOA BEANS,236415.41,0.00,GB
,,,9/5/2005 01:48PM,1,3200,LIGHT CROP RAW COCOA BEANS,237897.09,0.00,MY
,,,9/5/2005 01:48PM,1,3200,LIGHT CROP RAW COCOA BEANS,237897.09,0.00,MY
,,,9/5/2005 01:56PM,1,8000,LIGHT CROP RAW COCOA BEANS,618304.52,0.00,TR
,,,9/5/2005 01:56PM,1,8000,LIGHT CROP RAW COCOA BEANS,648581.32,0.00,TR
,,,9/5/2005 01:56PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,9/5/2005 01:56PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,9/5/2005 02:03PM,1,8000,LIGHT CROP RAW COCOA BEANS,618304.52,0.00,TR
,,,9/5/2005 02:03PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,9/5/2005 02:03PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,9/5/2005 02:03PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,9/5/2005 02:24PM,1,8000,LIGHT CROP RAW COCOA BEANS,716214.86,0.00,TR
,,,9/5/2005 02:24PM,1,1600,LIGHT CROP RAW COCOA BEANS,113864.85,0.00,TR
,,,9/5/2005 02:24PM,1,8000,LIGHT CROP RAW COCOA BEANS,569324.26,0.00,TR
,,,9/5/2005 02:24PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,9/5/2005 02:46PM,1,8000,LIGHT CROP RAW COCOA BEANS,622250.50,0.00,TR
,,,9/5/2005 02:46PM,1,8000,LIGHT CROP RAW COCOA BEANS,593812.11,0.00,TR
,,,9/5/2005 02:46PM,1,8000,LIGHT CROP RAW COCOA BEANS,648581.32,0.00,TR
,,,9/6/2005 05:11PM,1,4000,LIGHT CROP RAW COCOA BEANS,307323.43,0.00,ID
,,,9/6/2005 05:11PM,1,4000,LIGHT CROP RAW COCOA BEANS,307323.43,0.00,ID
,,,9/6/2005 05:11PM,1,3200,LIGHT CROP RAW COCOA BEANS,239829.48,0.00,CN
,,,9/6/2005 05:11PM,1,4000,MAIN CROP RAW COCOA BEANS,364916.40,0.00,MY
,,,9/6/2005 05:11PM,1,4000,MAIN CROP RAW COCOA BEANS,364916.40,0.00,MY
,,,9/6/2005 05:11PM,1,4000,MAIN CROP RAW COCOA BEANS,433003.39,0.00,MY
,,,9/6/2005 05:11PM,1,4000,MAIN CROP RAW COCOA BEANS,433003.39,0.00,MY
,,,9/6/2005 05:11PM,1,4000,LIGHT CROP RAW COCOA BEANS,299787.30,0.00,MY
,,,9/6/2005 05:11PM,1,4000,MAIN CROP RAW COCOA BEANS,374601.15,0.00,MY
,,,9/6/2005 05:11PM,1,4000,MAIN CROP RAW COCOA BEANS,374601.15,0.00,MY
,,,9/6/2005 05:11PM,1,1600,MAIN CROP RAW COCOA BEANS,145966.38,0.00,MY
,,,9/6/2005 05:11PM,1,4000,MAIN CROP RAW COCOA BEANS,364916.40,0.00,MY
,,,9/7/2005 12:54PM,1,8000,LIGHT CROP RAW COCOA BEANS,656090.08,0.00,MY
,,,9/7/2005 12:54PM,1,8000,LIGHT CROP RAW COCOA BEANS,644785.89,0.00,MY
,,,9/7/2005 01:40PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,9/7/2005 01:40PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,9/7/2005 02:11PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,9/7/2005 02:11PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,9/7/2005 02:11PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,9/7/2005 02:11PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,9/7/2005 02:40PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,9/7/2005 02:40PM,1,4000,MAIN CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,9/7/2005 02:40PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,9/7/2005 02:40PM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,9/12/2005 11:33AM,1,2400,LIGHT CROP RAW COCOA BEANS,194612.72,0.00,MY
,,,9/12/2005 11:33AM,1,3200,LIGHT CROP RAW COCOA BEANS,290719.31,0.00,TH
,,,9/12/2005 11:33AM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,9/12/2005 11:33AM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,9/12/2005 11:38AM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,9/12/2005 11:38AM,1,4000,LIGHT CROP RAW COCOA BEANS,300746.19,0.00,BE
,,,9/12/2005 12:02PM,1,4000,LIGHT CROP RAW COCOA BEANS,334151.49,0.00,MY
,,,9/12/2005 12:02PM,1,4000,LIGHT CROP RAW COCOA BEANS,334151.49,0.00,MY
,,,9/12/2005 12:02PM,1,4000,LIGHT CROP RAW COCOA BEANS,354426.04,0.00,MY
,,,9/12/2005 12:02PM,1,3200,LIGHT CROP RAW COCOA BEANS,291076.96,0.00,MY
,,,9/15/2005 12:05PM,1,1200,LIGHT CROP RAW COCOA BEANS,89236.43,0.00,US
,,,9/15/2005 12:05PM,1,4000,LIGHT CROP RAW COCOA BEANS,304564.49,0.00,US
,,,9/15/2005 12:05PM,1,4000,LIGHT CROP RAW COCOA BEANS,304564.49,0.00,US
,,,9/15/2005 12:05PM,1,4000,LIGHT CROP RAW COCOA BEANS,304564.49,0.00,US
,,,9/15/2005 12:05PM,1,4000,LIGHT CROP RAW COCOA BEANS,304564.49,0.00,US
,,,9/15/2005 12:36PM,1,4000,LIGHT CROP RAW COCOA BEANS,304564.49,0.00,US
,,,9/15/2005 12:36PM,1,4000,LIGHT CROP RAW COCOA BEANS,304564.49,0.00,US
,,,9/15/2005 12:36PM,1,4000,LIGHT CROP RAW COCOA BEANS,304564.49,0.00,US
,,,9/15/2005 12:36PM,1,4000,LIGHT RAW COCOA BEANS,304564.49,0.00,US
,,,9/15/2005 12:37PM,1,4000,LIGHT CROP RAW COCOA BEANS,304564.49,0.00,US
,,,9/15/2005 12:37PM,1,4000,LIGHT CROP RAW COCOA BEANS,304564.49,0.00,US
,,,9/15/2005 12:37PM,1,4000,LIGHT CROP RAW COCOA BEANS,304564.49,0.00,US
,,,9/15/2005 12:37PM,1,4000,LIGHT CROP RAW COCOA BEANS,304564.49,0.00,US
,,,9/19/2005 04:06PM,1,4800,LIGHT CROP RAW COCOA BEANS,0.00,0.00,MY
,,,9/16/2005 12:49PM,1,200,MAIN CROP RAW COCOA BEANS,18957.93,0.00,DE
,,,9/19/2005 04:06PM,1,2400,MAIN CROP RAW COCOA BEANS,0.00,0.00,MY
,,,9/28/2005 10:53AM,1,8000,LIGHT CROP RAW COCOA BEANS,598789.54,0.00,US
,,,9/28/2005 10:53AM,1,8000,LIGHT CROP RAW COCOA BEANS,598789.54,0.00,US
,,,9/28/2005 10:53AM,1,8000,LIGHT CROP RAW COCOA BEANS,619502.64,0.00,US
,,,9/28/2005 10:53AM,1,4000,LIGHT CROP RAW COCOA BEANS,297420.94,0.00,US
,,,9/28/2005 10:53AM,1,8000,LIGHT CROP RAW COCOA BEANS,594841.89,0.00,US
,,,9/28/2005 10:53AM,1,8000,LIGHT CROP RAW COCOA BEANS,594841.89,0.00,US
,,,9/28/2005 10:53AM,1,8000,LIGHT CROP RAW COCOA BEANS,594841.89,0.00,US
,,,9/28/2005 10:53AM,1,1600,LIGHT CROP RAW COCOA BEANS,145296.28,0.00,CN
,,,9/28/2005 11:05AM,1,4800,LIGHT CROP RAW COCOA BEANS,354754.49,0.00,US
,,,9/28/2005 11:05AM,1,2400,LIGHT CROP RAW COCOA BEANS,178452.38,0.00,US
,,,9/28/2005 11:05AM,1,8000,LIGHT CROP RAW COCOA BEANS,598789.54,0.00,US
,,,9/28/2005 11:05AM,1,8000,LIGHT CROP RAW COCOA BEANS,598789.54,0.00,US
,,,9/28/2005 11:05AM,1,8000,LIGHT CROP RAW COCOA BEANS,598789.54,0.00,US
,,,10/12/2005 08:41AM,1,1,BULK LIGHT CROP RAW COCOA BEANS,4432295.55,0.00,BE
,,,10/24/2005 02:31PM,1,4000,LIGHT CROP RAW COCOA BEANS,273749.74,0.00,DE
,,,10/24/2005 02:31PM,1,4000,LIGHT CROP RAW COCOA BEANS,273749.74,0.00,DE
,,,10/24/2005 02:31PM,1,4000,LIGHT CROP RAW COCOA BEANS,273749.74,0.00,DE
,,,10/26/2005 02:58PM,1,4000,LIGHT CROP RAW COCOA BEANS,273886.02,0.00,DE
,,,10/26/2005 02:58PM,1,4000,LIGHT CROP RAW COCOA BEANS,273886.02,0.00,DE
,,,10/26/2005 02:58PM,1,4000,LIGHT CROP RAW COCOA BEANS,273886.02,0.00,DE
,,,10/26/2005 02:58PM,1,4000,LIGHT CROP RAW COCOA BEANS,273886.02,0.00,DE
,,,10/26/2005 02:58PM,1,4000,LIGHT CROP RAW COCOA BEANS,273886.02,0.00,DE
,,,10/26/2005 02:58PM,1,4000,LIGHT CROP RAW COCOA BEANS,273886.02,0.00,DE
,,,10/26/2005 02:58PM,1,4000,LIGHT CROP RAW COCOA BEANS,273886.02,0.00,DE
,,,10/26/2005 02:58PM,1,4000,LIGHT CROP RAW COCOA BEANS,273886.02,0.00,DE
,,,10/26/2005 02:58PM,1,4000,LIGHT CROP RAW COCOA BEANS,273886.02,0.00,DE
,,,10/26/2005 02:58PM,1,3200,LIGHT CROP RAW COCOA BEANS,219272.87,0.00,DE
