House Code,House Heads Code,House Description,Declaration Number,Date Processed,Items Number,Number of Packages,Goods Description 1,Items Cif Ghc,Amount Paid Ghc,Country  Destination
,,,12007279894,9/28/2007 07:51AM,1,3200,MAIN CROP RAW COCOA BEANS,316754.65,0.00,FR
,,,12007283423,10/2/2007 09:00AM,1,3200,MAIN CROP RAW COCOA BEANS,328764.00,0.00,IR
,,,12007284434,10/2/2007 02:00PM,1,2400,LIGHT CROP RAW COCOA BEANS,228689.81,0.00,IN
,,,12007284444,10/2/2007 02:01PM,1,1600,LIGHT CROP RAW COCOA BEANS,132942.27,0.00,ID
,,,12007284445,10/2/2007 02:01PM,1,4000,LIGHT CROP RAW COCOA BEANS,381149.69,0.00,IN
,,,12007284446,10/2/2007 02:01PM,1,4000,MAIN CROP RAW COCOA BEANS,402743.17,0.00,MY
,,,12007284447,10/2/2007 02:01PM,1,4000,LIGHT CROP RAW COCOA BEANS,377633.17,0.00,MY
,,,12007284448,10/2/2007 02:01PM,1,4000,MAIN CROP RAW COCOA BEANS,405059.16,0.00,IN
,,,12007284449,10/2/2007 02:01PM,1,4000,LIGHT CROP RAW COCOA BEANS,377633.17,0.00,MY
,,,12007284450,10/2/2007 02:01PM,1,2400,LIGHT CROP RAW COCOA BEANS,229861.04,0.00,IN
,,,12007284453,10/2/2007 02:01PM,1,3200,MAIN  CROP RAW COCOA BEANS,322194.16,0.00,TH
,,,12007284454,10/2/2007 02:01PM,1,4000,LIGHT COCOA PRODUCE OF GHANA,377633.17,0.00,MY
,,,12007284464,10/2/2007 02:01PM,1,4000,LIGHT CROP RAW COCOA BEANS,381149.69,0.00,ID
,,,12007284465,10/2/2007 02:01PM,1,4000,MAIN  CROP RAW COCOA BEANS,402743.17,0.00,MY
,,,12007284466,10/2/2007 02:01PM,1,4000,LIGHT CROP RAW COCOA BEANS,377633.17,0.00,MY
,,,12007286795,10/4/2007 08:08AM,1,3600,LIGHT CROP RAW COCOA BEANS,297818.66,0.00,ID
,,,12007286796,10/4/2007 08:08AM,1,1600,LIGHT CROP RAW COCOA BEANS,161882.63,0.00,CN
,,,12007286797,10/4/2007 08:08AM,1,3200,LIGHT CROP RAW COCOA BEANS,301855.09,0.00,CN
,,,12007286798,10/4/2007 08:08AM,1,800,LIGHT CROP RAW COCOA BEANS,75561.61,0.00,CN
,,,12007286799,10/4/2007 08:08AM,1,4000,LIGHT CROP RAW COCOA BAENS,377808.05,0.00,MY
,,,12007286801,10/4/2007 08:08AM,1,4000,LIGHT CROP RAW COCOA BEANS,377808.05,0.00,MY
,,,12007286803,10/4/2007 08:08AM,1,3200,LIGHT CROP RAW COCOA BEANS,302246.44,0.00,CN
,,,12007286804,10/4/2007 08:08AM,1,4000,LIGHT CROP RAW COCOA BEANS,377808.05,0.00,CN
,,,12007287248,10/8/2007 03:15PM,1,4000,LIGHT CROP RAW COCOA BEANS,383607.47,0.00,ID
,,,12007287252,10/8/2007 03:15PM,1,4000,LIGHT CROP RAW COCOA BEANS,383607.47,0.00,ID
,,,12007288567,10/5/2007 11:34AM,1,4000,LIGHT CROP RAW COCOA BEANS,383607.47,0.00,CN
,,,12007288575,10/5/2007 11:34AM,1,3200,LIGHT CROPRAW COCOA BEANS,306885.97,0.00,CN
,,,12007288576,10/5/2007 11:34AM,1,3200,LIGHT CROP RAW COCOA BEANS,306885.97,0.00,CN
,,,12007288581,10/5/2007 11:34AM,1,4000,MAIN CROP RAW COCOA BEANS,425385.00,0.00,NL
,,,12007288582,10/5/2007 11:34AM,1,3200,LIGHT CROP RAW COCOA BEANS,306885.97,0.00,CN
,,,12007288584,10/5/2007 11:35AM,1,3200,LIGHT CROP RAW COCOA BEANS,306885.97,0.00,CN
,,,12007288585,10/5/2007 11:35AM,1,3200,LIGHT CROP RAW COCOA BEANS,306885.97,0.00,CN
,,,12007290543,10/8/2007 08:14AM,1,4000,LIGHT CROP RAW COCOA BEANS,383607.47,0.00,ID
,,,12007290547,10/8/2007 08:14AM,1,3200,MAIN CROP RAW COCOA BEANS,318795.81,0.00,BE
,,,12007293979,10/10/2007 11:56AM,1,1600,MAIN CROP  RAW COCOA NEANS,156218.75,0.00,JP
,,,12007293980,10/10/2007 11:56AM,1,1600,MAIN CROP RAW COCOA BEANS,156218.75,0.00,JP
,,,12007293981,10/10/2007 11:56AM,1,4000,MAIN CROP RAW COCOA BEANS,390547.83,0.00,JP
,,,12007293982,10/10/2007 11:56AM,1,3200,MAIN CROP RAW COCOA BEANS,357654.74,0.00,JP
,,,12007293983,10/10/2007 11:56AM,1,1600,MAIN CROP RAW COCOA BEANS,178827.84,0.00,JP
,,,12007295061,10/11/2007 07:24AM,1,4000,LIGHT CROP RAW COCOA BEANS,381685.77,0.00,MY
,,,12007295062,10/11/2007 07:24AM,1,4000,LIGHT CROP RAW COCOA BEANS,381685.77,0.00,MY
,,,12007295064,10/11/2007 07:24AM,1,4000,LIGHT CROP RAW COCOA BEANS,381685.77,0.00,MY
,,,12007295065,10/11/2007 07:24AM,1,3200,MAIN CROP RAW COCOA BEANS,317902.81,0.00,FR
,,,12007295066,10/11/2007 07:24AM,1,4000,LIGHT CROP RAW COCOA BEANS,381685.77,0.00,MY
,,,12007317330,11/1/2007 08:10AM,1,1600,MAIN CROP RAW COCOA BEANS,161819.39,0.00,CN
,,,12007317331,11/1/2007 08:10AM,1,1600,MAIN CROP RAW COCOA BEANS,161819.39,0.00,CN
,,,12007317332,11/1/2007 08:10AM,1,4000,MAIN CROP RAW COCOA BEANS,408106.89,0.00,MY
,,,12007317333,11/1/2007 08:11AM,1,4000,LIGHT CROP RAW COCOA BEANS,386598.96,0.00,MY
,,,12007317334,11/1/2007 08:11AM,1,4000,MAIN CROP RAW COCOA BEANS,408386.41,0.00,IN
,,,12007317335,11/1/2007 08:11AM,1,3200,MAIN CROP RAW COCOA BEANS,313894.62,0.00,KR
,,,12007317338,11/1/2007 08:11AM,1,1600,MAIN CROP RAW  COCOA BEANS,161819.39,0.00,CN
,,,12007317339,11/1/2007 08:11AM,1,1600,MAIN CROP RAW COCOA BEANS,159759.70,0.00,IT
,,,12007317342,11/1/2007 08:11AM,1,4000,MAIN CROP RAW COCOA BEANS,408478.95,0.00,IN
,,,12007317343,11/1/2007 08:11AM,1,4000,MAIN CROP RAW COCOA BEANS,408478.95,0.00,IN
,,,12007319499,11/2/2007 01:23PM,1,800,MAIN CROP RAW COCOA BEANS,81282.71,0.00,MY
,,,12007319500,11/2/2007 01:23PM,1,4000,LIGHT CROP RAW COCOA BEANS,384628.95,0.00,MY
,,,12007319503,11/2/2007 01:23PM,1,3200,MAIN CROP RAW COCOA BEANS,325130.83,0.00,MY
,,,12007319505,11/2/2007 01:23PM,1,800,MAIN CROP RAW COCOA BEANS,81282.71,0.00,MY
,,,12007324066,11/7/2007 10:57AM,1,4000,LIGHT CROP RAW COCOA BEANS,382045.68,0.00,MY
,,,12007324294,11/7/2007 12:18PM,1,4000,LIGHT CROP RAW COCOA BEANS,382045.68,0.00,MY
,,,12007324298,11/7/2007 12:19PM,1,4000,LIGHT CROP RAW COCOA BEANS,382045.68,0.00,MY
,,,12007324312,11/7/2007 12:19PM,1,4000,LIGHT CROP RAW COCOA BEANS,382045.68,0.00,MY
,,,12007330482,11/13/2007 10:46AM,1,4000,MAIN CROP RAW COCOA BEANS,461154.80,0.00,FR
,,,12007330486,11/13/2007 10:46AM,1,4000,MAIN CROP RAW COCOA BEANS,461154.80,0.00,FR
,,,12007330487,11/13/2007 10:46AM,1,4000,MAIN CROP RAW COCOA BEANS,461154.80,0.00,FR
,,,12007330491,11/13/2007 10:46AM,1,1600,MAIN CROP RAW COCOA BEANS,186728.02,0.00,FR
,,,12007335478,11/16/2007 12:08PM,1,1,BULK MAIN CROP RAW COCOA BEANS,14942526.44,0.00,GB
,,,12007351888,11/29/2007 09:39PM,1,4000,MAIN CROP RAW COCOA BEANS,513263.42,0.00,ES
,,,12007351889,11/29/2007 09:39PM,1,2400,MAIN CROP RAW COCOA BEANS,307958.05,0.00,ES
,,,12007351890,11/29/2007 09:39PM,1,2000,MAIN CROP RAW COCOA BEANS,231515.72,0.00,NL
,,,12007351891,11/29/2007 09:39PM,1,4000,MAIN CROP RAW COCOA BEANS,463031.43,0.00,NL
,,,12007351892,11/29/2007 09:39PM,1,4000,MAIN CROP RAW COCOA BEANS,513263.42,0.00,ES
,,,12007351898,11/30/2007 04:55AM,1,4000,MAIN CROP RAW COCOA BEANS,518051.10,0.00,NL
,,,12007351899,11/30/2007 04:55AM,1,4800,MAIN CROP RAW COCOA LTD,615916.10,0.00,FR
,,,12007351900,11/30/2007 04:55AM,1,4000,MAIN CROP RAW COCOA BEANS,513263.42,0.00,ES
,,,12007351901,11/30/2007 04:55AM,1,4800,MAIN CROP RAW COCOA BEANS,588780.73,0.00,MY
,,,12007351902,11/30/2007 04:55AM,1,4000,MAIN CROP RAW COCOA BEANS,463031.43,0.00,NL
,,,12007351903,11/30/2007 04:55AM,1,4000,MAIN CROP RAW COCOA BEANS,460308.61,0.00,IT
,,,12007351904,11/30/2007 04:55AM,1,4000,MAIN CROP RAW COCOA BEANS,555227.26,0.00,NL
,,,12007351905,11/30/2007 04:55AM,1,3200,MAIN CROP RAW COCOA BEANS,372350.86,0.00,NL
,,,12007351906,11/30/2007 04:55AM,1,3200,MAIN CROP RAW COCOA BEANS,391221.97,0.00,KR
,,,12007351907,11/30/2007 04:55AM,1,4000,MAIN CROP RAW COCOA BEANS,463031.43,0.00,NL
,,,12007351908,11/30/2007 04:55AM,1,4000,MAIN CROP RAW COCOA BEANS,462689.87,0.00,NL
,,,12007351909,11/30/2007 04:55AM,1,3200,MAIN CROP RAW COCOA BEANS,410610.74,0.00,ES
,,,12007351910,11/30/2007 04:55AM,1,6400,MAIN CROP RAW COCOA BEANS,782443.93,0.00,KR
,,,12007351911,11/30/2007 04:55AM,1,3200,MAIN CROP RAW COCOA BEANS,392520.49,0.00,MY
,,,12007351912,11/30/2007 05:17AM,1,800,MAIN CROP RAW COCOA BEANS,102652.68,0.00,ES
,,,12007351913,11/30/2007 05:17AM,1,3200,MAIN CROP RAW COCOA BEANS,368589.80,0.00,ES
,,,12007354226,12/2/2007 08:45PM,1,800,MAIN CROP RAW COCOA BEANS,91666.55,0.00,IT
,,,12007354227,12/2/2007 08:45PM,1,1600,MAIN CROP RAW COCOA BEANS,185212.19,0.00,NL
,,,12007354228,12/2/2007 08:45PM,1,1600,MAIN CROP RAW COCOA BEANS,185212.19,0.00,NL
,,,12007354229,12/2/2007 08:45PM,1,1600,MAIN CROP RAW COCOA BEANS,184252.33,0.00,IT
,,,12007354230,12/2/2007 08:45PM,1,1600,MAIN CROP RAW COCOA BEANS,185212.19,0.00,NL
,,,12007354231,12/2/2007 08:45PM,1,1600,MAIN CROP RAW COCOA BEANS,185212.19,0.00,NL
,,,12007354232,12/2/2007 08:45PM,1,4000,MAIN CROP RAW COCOA BEANS,460308.61,0.00,IT
,,,12007354233,12/2/2007 08:45PM,1,4000,MAIN CROP RAW COCOA BEANS,462689.87,0.00,NL
,,,12007354234,12/2/2007 08:45PM,1,4000,MAIN CROP RAW COCOA BEANS,462689.87,0.00,NL
,,,12007354235,12/2/2007 08:45PM,1,4000,MAIN CROP RAW COCOA BEANS,491573.70,0.00,NL
,,,12007354236,12/2/2007 08:45PM,1,4000,MAIN CROP RAW COCOA BEANS,462689.87,0.00,NL
,,,12007367527,12/12/2007 08:24AM,1,4000,MAIN CROP RAW COCOA BEANS          ( KUAPA KOKOO ),492996.19,0.00,NL
,,,12007367528,12/12/2007 08:26AM,1,3200,MAIN CROP RAW COCOA BEANS,393353.58,0.00,MY
,,,12007367529,12/12/2007 08:26AM,1,1600,MAIN CROP RAW COCOA BEANS,195267.77,0.00,NL
,,,12007367530,12/12/2007 08:26AM,1,800,MAIN CROP RAW COCOA BEANS,92806.14,0.00,NL
,,,12007367531,12/12/2007 08:26AM,1,4000,MAIN CROP RAW COCOA BEANS,492033.56,0.00,MY
,,,12007367534,12/12/2007 08:26AM,1,800,MAIN CROP RAW COCOA BEANS,98407.29,0.00,MY
,,,12007367536,12/12/2007 08:26AM,1,1600,MAIN CROP RAW COCOA BEANS,185611.32,0.00,NL
,,,12007369510,12/13/2007 08:04AM,1,4000,MAIN CROP RAW COCOA BEANS,466442.17,0.00,NL
,,,12007369511,12/13/2007 08:04AM,1,4000,MAIN CROP RAW COCOA BEANS,466442.17,0.00,NL
,,,12007369512,12/13/2007 08:04AM,1,4000,MAIN CROP RAW COCOA BEANS,466442.17,0.00,NL
,,,12007369514,12/13/2007 08:04AM,1,4000,MAIN CROP RAW COCOA BEANS,466442.17,0.00,NL
,,,12007369515,12/13/2007 08:04AM,1,4000,MAIN CROP RAW COCOA BEANS,466442.17,0.00,NL
,,,12007369516,12/13/2007 08:04AM,1,4000,MAIN CROP RAW COCOA BEANS,465640.62,0.00,GB
,,,12007369517,12/13/2007 08:04AM,1,4000,MAIN CROP RAW COCOA BEANS,465640.62,0.00,GB
,,,12007369518,12/13/2007 08:04AM,1,4000,MAIN CROP RAW COCOA BEANS,466442.17,0.00,NL
,,,12007369519,12/13/2007 08:04AM,1,4000,MAIN CROP RAW COCOA BEANS,466442.17,0.00,NL
,,,12007374521,12/16/2007 09:35AM,1,1600,MAIN CROP RAW COCOA BEANS,195267.77,0.00,NL
,,,12007374522,12/16/2007 09:35AM,1,1600,MAIN CROP RAW COCOA BEANS,195267.77,0.00,NL
,,,12007374523,12/16/2007 09:35AM,1,1,BULK MAIN CROP RAW COCOA BEANS,11170477.21,0.00,NL
,,,12007374524,12/16/2007 09:35AM,1,16,BULK MAIN CROP RAW COCOA BEANS,465578.51,0.00,FR
,,,12007374525,12/16/2007 09:35AM,1,16,BULK MAIN CROP RAW COCOA BEANS,466442.17,0.00,FR
,,,12007374526,12/16/2007 09:36AM,1,4000,MAIN CROP RAW COCOA BEANS,464028.78,0.00,DE
,,,12007374527,12/16/2007 09:36AM,1,1600,MAIN CROP RAW COCOA BEANS,195267.77,0.00,NL
,,,12007374528,12/16/2007 09:36AM,1,1200,MAIN CROP RAW COCOA BEANS,146450.83,0.00,NL
,,,12007374529,12/16/2007 09:36AM,1,1,BULK MAIN CROP RAW COCOA BEANS,4881683.57,0.00,NL
,,,12007374530,12/16/2007 09:36AM,1,16,BULK MAIN CROP RAW COCOA BEANS,465578.51,0.00,FR
,,,12007374531,12/16/2007 09:36AM,1,16,BULK MAIN CROP RAW COCOA BEANS,466442.17,0.00,FR
,,,12007374532,12/16/2007 09:36AM,1,800,MAIN CROP RAW COCOA BEANS,103909.46,0.00,DE
,,,12007374533,12/16/2007 09:36AM,1,1600,MAIN CROP RAW COCOA BEANS,195267.77,0.00,NL
,,,12007374534,12/16/2007 09:36AM,1,1600,MAIN CROP RAW COCOA BEANS,195267.77,0.00,NL
,,,12007374536,12/16/2007 09:36AM,1,4000,MAIN CROP RAW COCOA BEANS,465235.96,0.00,NL
,,,12007374537,12/16/2007 09:36AM,1,4000,MAIN CROP RAW COCOA BEANS,469101.06,0.00,MY
,,,12007374539,12/16/2007 09:36AM,1,16,BULK MAIN CROP RAW COCOA BEANS,465578.51,0.00,FR
,,,12007374540,12/16/2007 09:36AM,1,4000,MAIN CROP RAW COCOA BEANS,461640.63,0.00,IT
,,,12007374541,12/16/2007 09:36AM,1,4000,MAIN CROP RAW COCOA BEANS,465235.96,0.00,NL
,,,12007374542,12/16/2007 09:36AM,1,4000,MAIN CROP RAW COCOA BEANS,469101.06,0.00,MY
,,,12007374543,12/16/2007 09:36AM,1,16,BULK MAIN CROP RAW COCOA BEANS,465578.51,0.00,FR
,,,12007374544,12/16/2007 09:36AM,1,4000,MAIN CROP RAW COCOA BEANS,461640.63,0.00,IT
,,,12007374545,12/16/2007 09:36AM,1,1600,MAIN CROP RAW COCOA BEANS,185611.32,0.00,DE
,,,12007374546,12/16/2007 09:36AM,1,4000,MAIN CROP RAW COCOA BEANS,469101.06,0.00,MY
,,,12007374547,12/16/2007 09:36AM,1,4000,MAIN CROP RAW COCOA BEANS,469101.06,0.00,MY
,,,12007374928,12/17/2007 08:46AM,1,4000,MAIN CROP RAW COCOA BEANS          ( KUAPA KOKOO ),492996.19,0.00,NL
,,,12007374929,12/17/2007 08:46AM,1,3200,MAIN CROP RAW COCOA BEANS,374007.69,0.00,KR
,,,12007374933,12/17/2007 08:46AM,1,800,MAIN CROP RAW COCOA BEANS,93743.55,0.00,SG
,,,12007374934,12/17/2007 08:47AM,1,4000,MAIN CROP RAW COCOA BEANS           ( KUAPA KOKOO ),492996.19,0.00,NL
,,,12007374935,12/17/2007 08:47AM,1,4000,MAIN CROP RAW COCOA BEANS,468716.79,0.00,SG
,,,12007375070,12/17/2007 09:55AM,1,4000,MAIN CROP RAW COCOA BEANS,522157.68,0.00,IR
,,,12007375073,12/17/2007 09:55AM,1,4000,MAIN CROP RAW COCOA BEANS,522157.68,0.00,IR
,,,12007375238,12/17/2007 10:34AM,1,4000,MAIN CROP RAW COCOA BEANS,466442.17,0.00,NL
,,,12007376766,12/18/2007 08:43AM,1,1600,MAIN CROP RAW COCOA BEANS,183728.76,0.00,ES
,,,12007376767,12/18/2007 08:43AM,1,1600,MAIN CROP RAW COCOA BEANS,183728.76,0.00,ES
,,,12007376768,12/18/2007 08:43AM,1,2400,MAIN CROP RAW COCOA BEANS,276317.20,0.00,IT
,,,12007376769,12/18/2007 08:43AM,1,4000,MAIN CROP RAW COCOA BEANS,465330.88,0.00,NL
,,,12007376773,12/18/2007 08:44AM,1,800,MAIN CROP RAW COCOA BEANS,92368.12,0.00,IT
,,,12007376777,12/18/2007 08:44AM,1,4000,MAIN CROP RAW COCOA BEANS,465330.88,0.00,NL
,,,12007379437,12/19/2007 08:51AM,1,800,MAIN CROP RAW COCOA BEANS,93307.66,0.00,FR
,,,12007379438,12/19/2007 08:51AM,1,4000,MAIN CROP RAW COCOA BEANS,465330.88,0.00,NL
,,,12007379439,12/19/2007 08:51AM,1,4000,MAIN CROP RAW COCOA BEANS,465330.88,0.00,NL
,,,12007379440,12/19/2007 08:51AM,1,4000,MAIN CROP RAW COCOA BEANS,465330.88,0.00,NL
,,,12007379441,12/19/2007 08:51AM,1,4000,MAIN CROP RAW COCOA BEANS,465330.88,0.00,NL
,,,12007379442,12/19/2007 08:51AM,1,4000,MAIN CROP RAW COCOA BEANS,465330.88,0.00,NL
,,,12007379443,12/19/2007 08:51AM,1,4000,MAIN CROP RAW COCOA BEANS,488269.07,0.00,NL
,,,12007379444,12/19/2007 08:51AM,1,800,MAIN CROP RAW COCOA BEANS,93307.66,0.00,NL
,,,12007379445,12/19/2007 08:51AM,1,4000,MAIN CROP RAW COCOA BEANS,465365.82,0.00,GB
,,,12007379446,12/19/2007 08:52AM,1,4000,MAIN CROP RAW COCOA BEANS,488269.07,0.00,NL
,,,12007379447,12/19/2007 08:52AM,1,4000,MAIN CROP RAW COCOA BEANS,466538.30,0.00,FR
,,,12007379448,12/19/2007 08:52AM,1,4000,MAIN CROP RAW COCOA BEANS,465330.88,0.00,NL
,,,12007379449,12/19/2007 08:52AM,1,4000,MAIN CROP RAW COCOA BEANS,530522.20,0.00,NL
,,,12007379450,12/19/2007 08:52AM,1,4000,MAIN CROP RAW COCOA BEANS,466538.30,0.00,FR
,,,12007379451,12/19/2007 08:52AM,1,4000,MAIN CROP RAW COCOA BEANS,466538.30,0.00,NL
,,,12007379452,12/19/2007 08:52AM,1,4000,MAIN CROP RAW COCOA BEANS,466538.30,0.00,FR
,,,12007379453,12/19/2007 08:52AM,1,4000,MAIN CROP RAW COCOA BEANS,465365.82,0.00,GB
,,,12007379454,12/19/2007 08:52AM,1,4000,MAIN CROP RAW COCOA BEANS,465330.88,0.00,NL
,,,12007379455,12/19/2007 08:52AM,1,4000,MAIN CROP RAW COCOA BEANS,465330.88,0.00,NL
,,,12007379456,12/19/2007 08:52AM,1,4000,MAIN CROP RAW COCOA BEANS,465330.88,0.00,NL
,,,12007379457,12/19/2007 08:52AM,1,4000,MAIN CROP RAW COCOA BEANS,465330.88,0.00,NL
,,,12007379458,12/19/2007 08:52AM,1,4000,MAIN CROP RAW COCOA BEANS,437255.30,0.00,CN
,,,12007379459,12/19/2007 08:52AM,1,4000,MAIN CROP RAW COCOA BEANS,530522.20,0.00,NL
,,,12007379460,12/19/2007 08:52AM,1,4000,MAIN CROP RAW COCOA BEANS,437255.30,0.00,CN
,,,12007379852,12/20/2007 08:19AM,1,4000,MAIN CROP RAW COCOA BEANS,466538.30,0.00,NL
,,,12007379853,12/20/2007 08:19AM,1,4000,MAIN CROP RAW COCOA BEANS,466538.30,0.00,NL
,,,12007379854,12/20/2007 08:19AM,1,1600,MAIN CROP RAW COCOA BEANS,186615.32,0.00,NL
,,,12007385828,12/24/2007 08:18AM,1,4000,MAIN CROP RAW COCOA BEANS,465330.88,0.00,NL
,,,12007385829,12/24/2007 08:18AM,1,4000,MAIN CROP RAW COCOA BEANS,465330.88,0.00,NL
,,,12007385830,12/24/2007 08:18AM,1,4000,MAI8N CROP RAW COCOA BEANS,465330.88,0.00,NL
,,,12007385831,12/24/2007 08:18AM,1,4000,MAIN CROP RAW COCOA BEANS,488269.07,0.00,NL
,,,12007385833,12/24/2007 08:18AM,1,4000,MAIN CROP RAW COCOA BEANS,465330.88,0.00,NL
,,,12007385834,12/24/2007 08:18AM,1,4000,MAIN CROP RAW COCOA BEANS,465330.88,0.00,NL
,,,12007392674,12/31/2007 02:07PM,1,13,BULK MAIN CROP RAW COCOA BEANS,375446.79,0.00,FR
,,,12007392675,12/31/2007 02:07PM,1,16,BULK MAIN CROP RAW COCOA BEANS,488168.45,0.00,NL
,,,12007392676,12/31/2007 02:07PM,1,1,BULK MAIN CROP RAW COCOA BEANS,3905346.66,0.00,NL
,,,12007392677,12/31/2007 02:07PM,1,16,BULK MAIN CROP RAW COCOA BEANS,488168.45,0.00,NL
,,,12007392678,12/31/2007 02:07PM,1,1,BULK MAIN CROP RAW COCOA BEANS,55584575.08,0.00,NL
,,,12007392679,12/31/2007 02:07PM,1,16,BULK MAIN CROP RAW COCOA BEANS,466442.17,0.00,FR
,,,12007392680,12/31/2007 02:07PM,1,4000,MAIN CROP RAW COCOA BEANS,465235.96,0.00,NL
,,,12007392682,12/31/2007 02:07PM,1,4000,MAIN CROP RAW COCOA BEANS,465235.96,0.00,NL
,,,12007392683,12/31/2007 02:08PM,1,16,BULK MAIN CROP RAW COCOA BEANS,466442.17,0.00,NL
,,,12007392684,12/31/2007 02:08PM,1,4000,LIGHT CROP RAW COCOA BEANS,437165.20,0.00,CN
,,,12007392685,12/31/2007 02:08PM,1,4000,LIGHT CROP RAW COCOA BEANS,437165.20,0.00,CN
,,,12007392686,12/31/2007 02:08PM,1,16,BULK MAIN CROP RAW COCOA BEANS,488168.45,0.00,NL
,,,12007392688,12/31/2007 02:08PM,1,4000,LIGHT CROP RAW COCOA BEANS,437165.20,0.00,CN
,,,12007392689,12/31/2007 02:08PM,1,16,BULK MAIN CROP RAW COCOA BEANS,488168.45,0.00,NL
,,,12007392690,12/31/2007 02:08PM,1,16,BULK MAIN CROP RAW COCOA BEANS,488168.45,0.00,NL
,,,12007392691,12/31/2007 02:08PM,1,4000,MAIN CROP RAW COCOA BEANS,488168.45,0.00,DE
,,,12007392692,12/31/2007 02:08PM,1,16,BULK MAIN CROP RAW COCOA BEANS,466442.17,0.00,NL
,,,12007392694,12/31/2007 02:08PM,1,2400,LIGHT CROP RAW COCOA BEANS,262299.12,0.00,CN
,,,12007392695,12/31/2007 02:08PM,1,16,BULK MAIN CROP RAW COCOA BEANS,488168.45,0.00,NL
,,,12007392696,12/31/2007 02:08PM,1,4000,MAIN CROP RAW COCOA BEANS,488168.45,0.00,DE
,,,12007392698,12/31/2007 02:08PM,1,16,BULK MAIN CROP RAW COCOA BEANS,488168.45,0.00,NL
,,,12007392699,12/31/2007 02:08PM,1,16,BULK MAIN CROP RAW COCOA BEANS,488168.45,0.00,NL
,,,12007392706,12/31/2007 02:09PM,1,16,BULK MAIN CROP RAW COCOA BEANS,466442.17,0.00,NL
,,,12007392707,12/31/2007 02:09PM,1,16,BULK MAIN CROP RAW COCOA BEANS,488168.45,0.00,NL
,,,12007392847,12/31/2007 04:16PM,1,4000,MAIN CROP RAW COCOA BEANS,464028.78,0.00,NL
,,,12007392848,12/31/2007 04:17PM,1,16,BULK MAIN CROP RAW COCOA BEANS,465235.96,0.00,FR
,,,12007392849,12/31/2007 04:17PM,1,4000,MAIN CROP RAW COCOA BEANS,464028.78,0.00,NL
,,,12007392850,12/31/2007 04:17PM,1,4000,MAIN CROP RAW COCOA BEANS,464028.78,0.00,NL
,,,12007392851,12/31/2007 04:17PM,1,1,BULK MAIN CROP RAW COCOA BEANS,932953.23,0.00,GB
,,,12007392853,12/31/2007 04:17PM,1,4000,MAIN CROP RAW COCOA BEANS,464028.78,0.00,NL
,,,12007392854,12/31/2007 04:17PM,1,16,BULK MAIN CROP RAW COCOA BEANS,465235.96,0.00,FR
1801001200,1801001200,"Cocoa beans, standard quality raw beans",12007063721,3/5/2007 12:03PM,1,23,COCOA BEANS,2634.85,0.00,GB
1801001800,1801001800,"Cocoa beans, other quality raw beans",12007180901,6/29/2007 10:13AM,1,4000,MAIN CROP RAW COCOA BEANS,398904.50,0.00,MY
1801001900,1801001900,"Cocoa beans, roasted",12007119138,4/27/2007 01:17PM,2,20,MILO,1397.25,0.00,DE
1802000000,1802000000,"Cocoa shells, husks, skins and other cocoa waste",12007025848,1/26/2007 12:12PM,1,192,1 X 20FT CONT. STC. 192 BAGSOF COCOA RESIDUE,12610.50,0.00,US
,,,12007113718,4/23/2007 01:16PM,1,6,6 METRIC TONS OF COCOA HUSK,279.16,0.00,SE
,,,12007114215,4/24/2007 10:26AM,1,6,6 METRIC TONS OF COCOA HUSK,279.16,0.00,SE
,,,12007150966,5/30/2007 05:39PM,1,5600,5600 BAGS OF COCOA WASTE BEANS(62.5KG EACH) AND 188 BAGS OF COCOA,147404.01,0.00,NL
,,,12007182237,7/3/2007 11:50AM,1,5600,5600 BAGS OF COCOA WASTE(62.5 KGS EACH) AND 188 BAGS OF,148643.46,0.00,NL
,,,12007216410,8/3/2007 01:07PM,1,4032,4032 BAGS OF COCOA WASTE AND 270BAGS OF COCOA WASTE FINES AND NIB,108879.12,0.00,NL
,,,12007344079,11/23/2007 02:07PM,1,4032,4032 BAGS OF 62.5 KGS EACHCOCOA WASTE,108258.05,0.00,NL
,,,12007352212,11/30/2007 10:36AM,1,8065,8065 P.V.C SACKS OF COCOA WASTE(62.5 KGS EACH) AND 161 MINI,229709.09,0.00,NL
,,,12007385957,12/24/2007 09:44AM,1,8120,8120 P.V.C SACKS OF 625 KGSEACH COCOA WASTE,226290.73,0.00,NL
1803100000,1803100000,"Cocoa paste, not defatted",12007283905,10/2/2007 11:30AM,1,12000,NATURAL COACO LIQUUOR (IN 25KGCARTONS) 800 CARTON PER CONTAINER,779872.50,0.00,DE
1804000000,1804000000,"Cocoa butter, fat and oil",12007072895,3/15/2007 09:34AM,9,8,8 CTNS OF COCOA BUTTER CREAM,175.67,0.00,DE
,,,12007237682,8/22/2007 12:14PM,4,27,27 BOXES OF COCOA BUTTER CREAM,60.58,0.00,DE
,,,12007247923,8/30/2007 04:47PM,4,29,29 CTNS COCOA BUTTER,135.40,0.00,DE
,,,12007248800,8/31/2007 01:10PM,4,29,29 CTNS COCOA BUTTER,135.40,0.00,DE
,,,12007279363,9/27/2007 03:39PM,3,15,15  BAGS OF SHE. BUTTER,134.92,0.00,FR
,,,12007283132,10/1/2007 03:36PM,5,5,5 CTNS SHEA BUTTER,53.31,0.00,NL
