House Code,House Heads Code,House  Description,Date Processed,Items Number,Number of  Packages,Goods Description 1,Items Cif Ghc,Amount Paid Ghc,Country  Destinaton
,,,4/24/2010 03:25PM,1,2990,"2990 SHEETS GHANA CEIBA, MRW,B/OFRAM, MWW, ASANFINA BB/CC",61757.12,0.00,NG
,,,4/27/2010 10:13AM,1,2900,2900 SHEETS GHANA CEIBA BB/CCKILN DRIED PLYWOOD,54853.70,0.00,NG
,,,4/27/2010 10:14AM,1,2935,2935 SHEETS GHANA CEIBA BB/CCKILN DRIED PLYWOOD,55374.88,0.00,NG
,,,4/29/2010 08:24AM,1,4500,4500 SHEETS OFCEIBA PLYWOOD,93392.33,0.00,NG
,,,4/30/2010 10:27AM,1,3860,"3860 SHEETS GHANA CEIBA, MRW, MWW,WHITE OFRAM & SAPELE BB/CC KILN",65546.94,0.00,NG
,,,5/1/2010 09:12AM,1,6500,6500 SHEETS OFCEIBA PLYWOOD,47075.46,0.00,TG
,,,5/8/2010 08:37AM,1,6500,6500 SHEETS OFCEIBA PLYWOOD,47016.26,0.00,TG
,,,5/10/2010 09:37AM,1,2250,2250 SHEETS OFCEIBA PLYWOOD,46637.44,0.00,NG
,,,5/17/2010 10:13AM,1,2250,2250 SHEETS OFCEIBA PLYWOOD,46640.70,0.00,NG
,,,5/17/2010 01:17PM,1,13322,13322  SHEETS  OFMIXED  PLYWOOD,122748.73,0.00,NG
,,,5/17/2010 01:17PM,1,2840,2840 SHEETS  OFMIXED  PLYWOOD,42832.53,0.00,NG
,,,5/17/2010 01:38PM,1,2250,2250 SHEETS X 15MMCEIBA PLYWOOD,46640.70,0.00,NG
,,,5/24/2010 12:46PM,1,2016,2016 SHEETS GHANA BB/CCKILN DRIED PLYWOOD,45697.92,0.00,NG
,,,5/24/2010 12:46PM,1,3418,3418 SHEETS GHANA BB/CCKILN DRIED PLYWOOD,50882.01,0.00,NG
,,,5/24/2010 01:52PM,1,3134,3134 SHEETS GHANA BB/CCKILN DRIED PLYWOOD,50210.20,0.00,NG
,,,5/24/2010 01:52PM,1,2076,2076 SHEETS GHANA BB/CCKILN DRIED PLYWOOD,47057.56,0.00,NG
,,,5/24/2010 06:49PM,1,2109,2109 SHEETS GHANA BB/CCKILN DRIED PLYWOOD,47805.90,0.00,NG
,,,5/24/2010 06:49PM,1,2073,2073 SHEETS GHANA CEIBA BB/CCKILN DRIED PLYWOOD,46990.03,0.00,NG
,,,5/25/2010 01:08PM,1,4073,"4073 SHEETS GHANA SAPEL,ASANFINA MWW BB/CC KILN",66717.25,0.00,NG
,,,5/25/2010 01:20PM,1,4025,4025 SHEETS GHANA SAPELEASANFINA MWW BB/CC KILN,70463.18,0.00,NG
,,,5/27/2010 05:40PM,1,2550,1350 SHEETS X 9 MMCEIBA   PLYWOOD,42096.98,0.00,NG
,,,5/27/2010 05:40PM,1,2000,1000 SHEETS  X 9 MMCEIBA   PLYWOOD,33403.50,0.00,NG
,,,5/28/2010 11:01AM,1,4500,4500 SHEETS OFCEIBA PLYWOOD,93144.38,0.00,NG
,,,5/29/2010 10:04AM,1,4200,"4200 SHEETS GHANA MRW,B/OFRAM,W/OFRAM BB/CC KILN DRIED",69864.76,0.00,NG
,,,5/29/2010 10:04AM,1,3660,"3660 SHEETS GHANA CEIBA, MRWB/OFRAM, W/OFRAM BB/CC",62694.03,0.00,NG
,,,5/29/2010 10:04AM,1,3012,"3012 SHEETS GHANA MWW, SAPELEBB/CC KILN DRIED PLYWOOD",61174.57,0.00,NG
,,,5/29/2010 10:14AM,1,3760,"3760 SHEETS GHANA CEIBA, W-OFRAM,B-OFRAM, MRW BB/CC KILN DRIED",61520.45,0.00,NG
,,,6/1/2010 08:50AM,1,4069,4069 SHEETS GHANA MWWBB/CC KILN DRIED PLYWOOD,62822.37,0.00,NG
,,,6/3/2010 10:03AM,1,2250,2250 SHEETS OFCEIBA PLYWOOD,46581.98,0.00,NG
,,,6/5/2010 09:14AM,1,8000,8000 SHEETS  X 2.7 MMCEIBA   PLYWOOD,34267.20,0.00,NG
,,,6/8/2010 08:49AM,1,6500,6500 SHEETS OFCEIBA PLYWOOD,47009.68,0.00,TG
,,,6/8/2010 09:10AM,1,8000,8000  SHEETS  X 2.7MMCEIBA  PLYWOOD,34303.20,0.00,NG
,,,6/8/2010 10:06AM,1,4096,"4096 SHEETS GHANA CEIBA, MRW,B/OFRAM, W/OFRAM BB/CC KILN",61990.17,0.00,NG
,,,6/9/2010 12:01PM,1,464,464 SHEETS GHANA WHITE OFRAMBB/CC KILN DRIED PLYWOOD,8425.12,0.00,NG
,,,6/10/2010 12:28PM,1,3605,"3605 SHEETS GHANA CEIBA, B-OFRAMBB/CC KILN DRIED PLYWOOD",63295.86,0.00,NG
,,,6/11/2010 10:24AM,1,4622,"4622 SHEETS GHANA CEIBA,MRW,B/OFRAM AND SAPELE BB/CC",67619.63,0.00,NG
,,,6/11/2010 01:20PM,1,3315,"3315 SHEETS GHANA CEIBA, B/OFRAM,ASANFINA, MWW, MRW BB/CC",61510.43,0.00,NG
,,,6/15/2010 09:08AM,1,2250,2250 SHEETS OFCEIBA PLYWOOD,46647.23,0.00,NG
,,,6/18/2010 08:42AM,1,6500,6500 SHEETS OFCEIBA PLYWOOD,47026.12,0.00,TG
,,,6/19/2010 01:37PM,1,2281,2281 SHEETS GHANA CEIBA BB/CCKILN DRIED PLYWOOD,51653.98,0.00,NG
,,,6/19/2010 01:37PM,1,3197,3197 SHEETS GHANA B/OFRAMBB/CC KILN DRIED PLYWOOD,66337.12,0.00,NG
,,,6/19/2010 01:37PM,1,2896,2896 SHEETS GHANA MRW BB/CCKILN DRIED PLYWOOD,58629.75,0.00,NG
,,,6/19/2010 01:37PM,1,3450,"3450 SHEETS GHANA MRW, ASANFINABB/CC KILN DRIED PLYWOOD",62089.05,0.00,NG
,,,6/21/2010 09:37AM,1,3490,3490 SHEETS OF CEIBA PLYWOOD,52598.77,0.00,NG
,,,6/21/2010 06:19PM,1,3859,3859 SHEETS GHANA CEIBA BB/CCKILN DRIED PLYWOOD,57377.76,0.00,NG
,,,6/28/2010 05:20PM,1,2290,"2290 SHEETS GHANA B/OFRAM, ASANFINAAND MRW BB/CC KILN DRIED PLYWOOD",54914.92,0.00,NG
,,,6/28/2010 05:20PM,1,3936,"3936 SHEETS GHANA BLACK OFRAM,CEIBA, MRW, ASANFINA BB/CC KILN",59326.01,0.00,NG
,,,7/5/2010 10:06AM,1,4663,4663 SHEETS GHANA CEIBA BB/CCKILN DRIED PLYWOOD,58763.42,0.00,NG
,,,7/5/2010 10:06AM,1,2401,"2401 SHEETS GHANA CEIBA, BLACKOFRAM BB/CC KILN DRIED PLYWOOD",52986.78,0.00,NG
,,,7/5/2010 10:06AM,1,5104,"5104 SHEETS GHANA CEIBA, SAPELE,BLACK OFRAM BB/CC KILN DRIED",80082.66,0.00,NG
,,,7/5/2010 10:06AM,1,3950,"3950 SHEETS GHANA CEIBA, MWW,SAPELE, ASANFINA BB/CC KILN",67803.56,0.00,NG
,,,7/5/2010 10:06AM,1,4960,"4960 GHANA CEIBA, MWWBLACK OFRAM BB/CC KILN DRIED",72667.83,0.00,NG
,,,7/5/2010 10:06AM,1,4059,"4059 SHEETS GHANA CEIBA,MWW, MRW, SAPELE, ASANFINA",71068.40,0.00,NG
,,,7/5/2010 01:26PM,1,2772,"2772 SHEETS GHANA OFRAM, CEIBABB/CC KILN DRIED PLYWOOD",60172.59,0.00,NG
,,,7/8/2010 09:39AM,1,3001,"3001 SHEETS GHANA CEIBA,BLACK OFRAM BB/CC KD PLYWOOD",59511.47,0.00,NG
,,,7/8/2010 09:39AM,1,3137,"3137 SHEETS GHANA MRW, B/OFRAMCEIBA BLOCK BOARD PLYWOOD",58488.73,0.00,NG
,,,7/8/2010 09:39AM,1,2560,"2560 SHEETS GHANA CEIBA, MWWMRW, ASANFINA BB/CC KILN",67364.82,0.00,NG
,,,7/8/2010 09:39AM,1,2310,"2310 SHEETS GHANA MWW, SAPELE,BB/CC KILN DRIED PLYWOOD",52557.89,0.00,NG
,,,7/8/2010 09:39AM,1,2310,"2310 SHEETS GHANA MWW, SAPELE,BB/CC KILN DRIED PLYWOOD",54619.96,0.00,NG
,,,7/8/2010 09:39AM,1,4325,"4325 SHEETS GHANA CEIBA, B/OFRAMBB/CC KILN DRIED PLYWOOD",67448.32,0.00,NG
,,,7/8/2010 09:39AM,1,3615,3615 SHEETS GHANA MRWBB/CC KILN DRIED PLYWOOD,63654.40,0.00,NG
,,,7/8/2010 12:56PM,1,3546,"3546 SHEETS GHANA BLACK OFRAMCEIBA, MRW, MWW BB/CC KILN DRIED",62037.20,0.00,NG
,,,7/9/2010 12:47PM,1,3680,"3680 SHEETS GHANA CEIBA, ASANFINABLACK OFRAM, MWW BB/CC",64429.26,0.00,NG
,,,7/9/2010 12:47PM,1,3705,"3705 SHEETS GHANA MRW, B/OFRAMWHITE OFRAM BB/CC KILN DRIED",68071.11,0.00,NG
,,,7/9/2010 12:47PM,1,3470,"3470 SHEETS GHANA WHITE OFRAMBLACK OFRAM, CEIBA, ASANFINA, MRW",65491.77,0.00,NG
,,,7/9/2010 12:47PM,1,3370,"3370 SHEETS GHANA CEIBA, BLACKOFRAM, ASANFINA, MRW BB/CC",63792.79,0.00,NG
,,,7/9/2010 12:47PM,1,2186,"2186 SHEETS GHANA MRW, CEIBA,ASANFINA, CHENCHEN BB/CC",44954.91,0.00,NG
,,,7/10/2010 09:43AM,1,3440,"3440 SHEETS GHANA CEIBA, BLACKOFRAM, ASANFINA, MRW BB/CC KD",61698.62,0.00,NG
,,,7/10/2010 09:43AM,1,4216,"4216 SHEETS GHANA CEIBA, BLACKOFRAM, ASANFINA, MRW, MWW,",69217.63,0.00,NG
,,,7/15/2010 12:18PM,1,2320,2320 SHEETS GHANA CEIBA BB/CCKILN DRIED PLYWOOD,52917.04,0.00,NG
,,,7/15/2010 12:18PM,1,4131,"4131 SHEETS GHANA CEIBA,B/OFRAM,ASANFINA,MRW,W.OFRAM BB/CC",70180.21,0.00,NG
,,,7/15/2010 06:39PM,1,2372,"2372 SHEETS GHANA CEIBA, BLACKOFRAM, ASANFINA, SAPELE, MRW &",42145.49,0.00,NG
,,,7/15/2010 06:39PM,1,1383,1383 SHEETS GHANA BLACKOFRAM BB/CC KILN DRIED,25213.96,0.00,NG
,,,7/16/2010 03:02PM,1,7800,7800 SHEETS X 4MM X 122CM X 244CMCEIBA PLYWOOD,56837.87,0.00,NG
,,,7/21/2010 09:48AM,1,4044,"4044 SHEETS CEIBA,B/OFRAM,MRWMWW, W-OFRAM BB/CC KILN DRIED",66499.97,0.00,NG
,,,7/21/2010 09:48AM,1,3536,"3536 SHEETS GHANA CEIBA, BLACKOFRAM, MIXED REDWOOD, MIXED WHITE",66521.15,0.00,NG
,,,7/21/2010 01:29PM,1,4131,"4,131 SHEETS GHANA MRW, B/OFRAMWHITE OFRAM BB/CC KILN DRIED",70326.40,0.00,NG
,,,7/21/2010 07:06PM,1,2290,2290 SHEETS GHANA CEIBA CC/CCKILN DRIED PLYWOOD,41871.92,0.00,NG
,,,7/21/2010 07:06PM,1,3660,3660 SHEETS GHANA MIXED REDWOODBLACK OFRAM BB/CC KILN DRIED,69204.51,0.00,NG
,,,7/22/2010 10:55AM,1,2318,2318 SHEETS GHANA CEIBA  BB/CCKILN DRIED PLYWOOD,52981.19,0.00,NG
,,,7/22/2010 10:55AM,1,595,595 SHEETS GHANA CEIBA BB/CCKILN DRIED PLYWOOD,8931.22,0.00,NG
,,,7/22/2010 11:43AM,1,5536,5536 SHEETS GHANA CEIBA BB/CCKILN DRIED PLYWOOD,49012.15,0.00,NG
,,,7/26/2010 12:02PM,1,2235,2235 SHEETS GHANA CEIBA BB/CCDRIED DRIED PLYWOOD,47588.49,0.00,NG
,,,7/26/2010 12:02PM,1,3500,3500 SHEETS GHANA CEIBA BB/CCDRIED DRIED PLYWOOD,52522.39,0.00,NG
,,,7/28/2010 10:27AM,1,4260,"4260 SHEETS GHANA MRW,CEIBA,BLACK OFRAM,WHITE OFRAM,",70546.46,0.00,NG
,,,7/28/2010 11:16AM,1,3560,"3560 SHEETS GHANA CEIBA, BLACKOFRAM, MRW, MWW,  ASANFINA,",67446.75,0.00,NG
,,,7/29/2010 05:42PM,1,2115,2115 SHEETS GHANA CEIBA BB/CCBB/CC KILN DRIED PLYWOOD,48503.17,0.00,NG
,,,7/29/2010 06:40PM,1,1992,1992 SHEETS GHANA CEIBABB/CC KILN DRIED PLYWOOD,42155.11,0.00,NG
,,,7/29/2010 06:40PM,1,252,252 SHEETS GHANA CEIBABB/CC KILN DRIED PLYWOOD,3794.77,0.00,NG
,,,8/2/2010 04:17PM,1,4455,"4455 SHEETS GHANA MRW, CEIBA,BLACK OFRAM, WHITE OFRAM BB/CC",70408.66,0.00,NG
,,,8/2/2010 04:17PM,1,2115,2115 SHEETS GHANA CEIBA BB/CCKILN DRIED PLYWOOD,48503.17,0.00,NG
,,,8/2/2010 04:17PM,1,1992,1992 SHEETS GHANA CEIBA BB/CCKILN DRIED PLYWOOD,42155.11,0.00,NG
,,,8/2/2010 04:17PM,1,252,252 SHEETS GHANA CEIBA BB/CCKILN DRIED PLYWOOD,3794.77,0.00,NG
,,,8/3/2010 05:09PM,1,4320,"4320 SHEETS GHANA MRW, BLACKOFRAM, WHITE OFRAM, ASANFINA,",71028.12,0.00,NG
,,,8/3/2010 05:09PM,1,4245,"4245 SHEETS GHANA CEIBA,BLACK OFRAMMRW, ASANFINA, SAPELE, WHITE OFRAM,",68295.81,0.00,NG
,,,8/4/2010 01:30PM,1,6131,6131 SHEETS GHANA CEIBA BB/CCKILN DRIED PLYWOOD,58087.91,0.00,NG
,,,8/5/2010 06:59PM,1,3350,"3350 SHEETS GHANA CEIBA, BLACK OFRAMRW, MWW BB/CC KILN DRIED",64263.96,0.00,NG
,,,8/5/2010 06:59PM,1,4160,"4160 SHEETS GHANA CEIBA, BLACKOFRAM, MRW, ASANFINA, WHITE OFRAM,",69843.83,0.00,NG
,,,8/7/2010 01:42PM,1,2090,2090 SHEETS GHANA CEIBA BB/CCKILN DRIED PLYWOOD,47893.58,0.00,NG
,,,8/7/2010 01:42PM,1,2876,2876 SHEETS GHANA CEIBA BB/CCKILN DRIED PLYWOOD,48949.69,0.00,NG
,,,8/7/2010 01:42PM,1,2855,"2855 SHEETS GHANA CEIBA, BLACKOFRAM BB/CC KILN DRIED PLYWOOD",62824.02,0.00,NG
,,,8/7/2010 01:42PM,1,2400,"2400 SHEETS GHANA CEIBA, BLACKOFRAM BB/CC KILN DRIED PLYWOOD",56783.50,0.00,NG
,,,8/9/2010 09:35AM,1,11755,"11,755 SHEETS MIXED PLYWOOD",202374.67,0.00,NG
,,,8/12/2010 11:46AM,1,3455,"3,455 SHEETS MIXED PLYWOOD",65463.25,0.00,NG
,,,8/12/2010 06:38PM,1,3560,"3560 SHEETS GHANA MRW, CEIBA,MWW BB/CC KILN DRIED",56453.78,0.00,NG
,,,8/12/2010 06:38PM,1,2092,"2092 SHEETS GHANA MRW, B/OFRAMBB/CC KILN DRIED PLYWOOD",48825.23,0.00,NG
,,,8/13/2010 05:03PM,1,2084,2084 SHEETS GHANA CEIBABB/CC KILN DRIED PLYWOOD,47643.06,0.00,NG
,,,8/14/2010 04:40PM,1,4185,"4185 SHEETS GHANA MWW, MRW,ASANFINA, WHITE OFRAM BB/CC",69647.92,0.00,NG
,,,8/14/2010 04:40PM,1,4250,"4280 SHEETS GHANA CEIBA, B/OFRAM,MRW KILN DRIED PLYWOOD",67439.78,0.00,NG
,,,8/18/2010 04:56PM,1,2471,"2471 SHEETS GHANA CEIBA, BLACKOFRAM BB/CC KILN DRIED PLYWOOD",57493.55,0.00,NG
,,,8/18/2010 04:56PM,1,3440,"3440 SHEETS GHANA CEIBA, BLACKOFRAM BB/CC KILN DRIED PLYWOOD",65276.22,0.00,NG
,,,8/19/2010 04:27PM,1,4500,"4500 SHEETS GHANA MRW, ASANFINA,BLACK & WHITE OFRAM KD PLYWOOD",70860.29,0.00,NG
,,,8/21/2010 11:56AM,1,2048,2048 SHEETS GHANA CEIBA BB/CCKILN DRIED PLYWOOD,46829.92,0.00,NG
,,,8/21/2010 11:56AM,1,2850,"2850 SHEETS GHANA BACK OFRAMCEIBA, MWW BB/CC KILN DRIED",51025.30,0.00,NG
,,,8/25/2010 11:51AM,1,2443,"2443 SHEETS GHANA BLACK OFRAMMRW, CEIBA BB/CC KILN",53460.89,0.00,NG
,,,8/25/2010 11:51AM,1,3741,"3741 SHEETS GHANA CEIBA, MRW,BLACK OFRAM, SAPELE BB/CC KILN",64962.01,0.00,NG
,,,8/25/2010 11:51AM,1,2338,"2338 SHEETS GHANA BLACK OFRAM, MWW,CEIBA BB/CC KILN DRIED PLYWOOD",54676.47,0.00,NG
,,,8/25/2010 11:51AM,1,2386,"2386 SHEETS GHANA SAPELE, MWW,CEIBA BB/CC KILN DRIED PLYWOOD",53066.64,0.00,NG
,,,8/27/2010 01:04PM,1,3672,"3672 SHEETS GHANA CEIBA, MRW,B/OFRAM, SAPELE BB/CC KILN",67525.54,0.00,NG
,,,8/28/2010 09:14AM,1,3632,"3632 SHEETS GHANA MWW, CEIBABB/CC KILN DRIED PLYWOOD",58956.81,0.00,NG
,,,8/31/2010 10:39AM,1,3695,"3695 SHEETS GHANA CEIBA, MRW,B-OFRAM, MWW AND ASANFINA",64956.21,0.00,NG
,,,9/3/2010 12:16PM,1,3930,"3930 SHEETS GHANA SAPELE, MWW, MRWCEIBA, ASANFINA BB/CC KILN DRIED",63956.45,0.00,NG
,,,9/3/2010 12:16PM,1,5287,"5287 SHEETS GHANA CEIBA, BLACKOFRAM WHITE OFRAM BB/CC KILN",66672.08,0.00,NG
,,,9/3/2010 12:16PM,1,3425,"3425 SHEETS GHANA CEIBA, B/OFRAMASANFINA, MRW BB/CC KILN",62553.13,0.00,NG
,,,9/6/2010 05:11PM,1,2352,2352 SHEETS GHANA CEIBA BB/CCKILN DRIED PLYWOOD,52965.14,0.00,NG
,,,9/8/2010 10:00AM,1,4135,"4135 SHEETS GHANA SAPELE, CEIBA,MWW, MRW, BLACK OFRAM BB/CC",61386.16,0.00,NG
,,,9/11/2010 11:33AM,1,3911,"3911 SHEETS GHANA CEIBA, MRW,B/OFRAM, SAPELE, ASANFINA BB/CC",67346.07,0.00,NG
,,,9/14/2010 09:41AM,1,3002,"3002 SHEETS GHANA CEIBA, BLACKOFRAM, SAPELE, ASANFINA, MRW, MWW",59035.81,0.00,NG
,,,9/14/2010 09:41AM,1,2830,"2830 SHEETS GHANA CEIBA, BLACKOFRAM, SAPELE BB/CC KILN DRIED",57363.66,0.00,NG
,,,9/14/2010 09:41AM,1,3525,"3525 SHEETS GHANA MRW, CEIBAASANFINA BB/CC",67424.73,0.00,NG
,,,9/14/2010 09:41AM,1,3825,3825 SHEETS GHANA MRW CEIBASAPELE BB/CC KILN DRIED,67177.52,0.00,NG
,,,9/14/2010 09:41AM,1,3477,"3477 SHEETS GHANA MRW, BLACKOFRAM, SAPELE BB/CC KILN DRIED",66178.06,0.00,NG
,,,9/15/2010 11:15AM,1,3625,"3625 SHEETS GHANA CEIBA, MRW,SAPELE, ASANFINA, MWW, W-OFRAM",67701.54,0.00,NG
,,,9/16/2010 10:28AM,1,2720,"2720 SHEETS GHANA CEIBA, MRW,SAPELE, ASANFINA,  B-OFRAM",62207.36,0.00,NG
,,,9/17/2010 07:08PM,1,4333,4333 SHEETS GHANA SAPELEBB/CC KILN DRIED PLYWOOD,71078.07,0.00,NG
,,,9/23/2010 11:58AM,1,3620,"3620 SHEETS GHANA MRW, BLACKOFRAM, CEIBA, MWW, ASANFINA",69372.36,0.00,NG
,,,9/23/2010 11:58AM,1,3279,"3279 SHEETS GHANA SAPELE,MRW, BLACKOFRAM, CEIBA,MWW, ASANFINA,MANSONIA",70148.94,0.00,NG
,,,9/23/2010 11:58AM,1,3183,"3183 SHEETS GHANA SAPELE, MRWBLACK, OFRAM, ASANFINA, MANSONIA",71129.06,0.00,NG
,,,9/24/2010 12:07PM,1,4335,"4335 SHEETS GHANA MRW, CEIBA,MWW, SAPELE, BLACK OFRAM",61201.53,0.00,NG
,,,9/24/2010 12:07PM,1,2310,2310 SHEETS GHANA SAPELEBB/CC KILN DRIED PLYWOOD,56091.39,0.00,NG
,,,9/24/2010 12:07PM,1,2141,"2141 SHEETS GHANA CEIBA, MRW,MWW, OFRAM, SAPELE BB/CC",50767.69,0.00,NG
,,,9/24/2010 12:07PM,1,2202,2202 SHEETS GHANA CEIBABB/CC KILN DRIED,50329.71,0.00,NG
,,,9/24/2010 12:07PM,1,2280,"2280 SHEETS GHANA MRW,SAPELE BB/CC KILN DRIED",54189.72,0.00,NG
,,,9/28/2010 10:15AM,1,3152,"3152 SHEETS GHANA SAPELE, ASANFINA,MRW, BLACK OFRAM, WALNUT, MANSONIA",67021.38,0.00,NG
,,,9/29/2010 11:18AM,1,3720,"3720 SHEETS GHANA SAPELE, MRW, BLACBLACK OFRAM, WHITE OFRAM, MWW",67000.34,0.00,NG
,,,9/30/2010 03:04PM,1,3260,3260 SHEETSMIXED CEIBA PLYWOOD,52820.19,0.00,NG
,,,10/2/2010 01:00PM,1,2329,2329 SHEETS GHANA CEIBABB/CC KILN DRIED PLYWOOD,53232.24,0.00,NG
,,,10/6/2010 10:19AM,1,2358,"2358 SHEETS GHANA CEIBA, MRW,OFRAM, SAPELE, BB/CC KILN DRIED",55455.82,0.00,NG
,,,10/6/2010 10:19AM,1,1935,"1935 SHEETS GHANA SHEETS GHANACEIBA, MRW, BB/CC KILN DRIED",26398.10,0.00,NG
,,,10/7/2010 09:59AM,1,2519,"2519 SHEETS GHANA MRW, B/OFRAM,W/OFRAM/MWW BB/CC KILN DRIED",40204.83,0.00,NG
,,,10/7/2010 09:59AM,1,2358,"2358 SHEETS GHANA CEIBA, SAPELEBB/CC KILN DRIED PLYWOOD",55455.82,0.00,NG
,,,10/9/2010 09:12AM,1,2780,"2780 SHEETS GHANA CEIBA, MRW,MWW, ASANFINA BB/CC KILN DRIED",58559.40,0.00,NG
,,,10/9/2010 09:26AM,1,3792,"3792 SHEETS GHANA CEIBA, MRW,MWW, BLACK OFRAM, WHITE OFRAM",64748.77,0.00,NG
,,,10/15/2010 10:11AM,1,4153,"4153 SHEETS GHANA CEIBA, MRW,MWW, BLACK OFRAM, WALNUT",70922.89,0.00,NG
,,,10/15/2010 10:11AM,1,4806,"4806 SHEETS GHANA CEIBA, MRW,MWW, BLACK OFRAM, ASANFINA",73082.00,0.00,NG
,,,10/15/2010 10:11AM,1,4806,"4806 SHEETS GHANA CEIBA, MRW,BLACK OFRAM, SAPELE, ASANFINA,",78831.28,0.00,NG
,,,10/19/2010 05:01PM,1,2810,"2810 SHEETS GHANA CEIBA, B/OFRAMBB/CC KILN DRIED PLYWOOD",62330.64,0.00,NG
,,,10/21/2010 07:07PM,1,4317,"4317 SHEETS GHANA CEIBA, MRW,BLACK OFRAM, SAPELE, ASANFINA,",69160.21,0.00,NG
,,,10/22/2010 11:38AM,1,4796,"4796 SHEETS GHANA CEIBA, SAPELE,MRW, BB/CC KILN DRIED",61701.18,0.00,NG
,,,10/28/2010 07:01PM,1,3080,"3080 SHEETS GHANA CEIBA, BLACK &WHITE OFRAM, CEIBA, MRW, BB/CC KD",61475.84,0.00,NG
,,,10/28/2010 07:01PM,1,3790,"3790 SHEETS GHANA MWW, WHITEOFRAM, MRW, SAPELE BB/CC KILN",65195.03,0.00,NG
,,,11/2/2010 02:49PM,1,5000,5000 SHEETSCEIBA   PLYWOOD,95059.80,0.00,NG
,,,11/3/2010 04:40PM,1,4297,"4297 SHEETS GHANA WHITE OFRAMBLACK OFRAM, MWW, SAPELE,",67844.15,0.00,NG
,,,11/3/2010 04:41PM,1,3820,"3820 SHEETS GHANA CEIBA, BLACKOFRAM BB/CC KILN DRIED PLYWOOD",68304.44,0.00,NG
,,,11/8/2010 06:36PM,1,3945,"3945 SHEETS GHANA MRW, WHITEOFRAM, BLACK OFRAM, ASANFINA,",67620.37,0.00,NG
,,,11/9/2010 08:50AM,1,3663,"3663 SHEETS GHANA WHITE OFRAMMRW, SAPELE BLACK OFRAM, ASANFINA",69056.71,0.00,NG
,,,11/12/2010 12:36PM,1,4905,"4905 SHEETS GHANA MRW, CEIBA,BLACK OFRAM BB/CC KILN DRIED",76904.64,0.00,NG
,,,11/18/2010 10:24AM,1,3450,"3450 SHEETS GHANA CEIBA, BLACKOFRAM, ASANFINA, MRW, MWW",61674.12,0.00,NG
,,,11/18/2010 08:52AM,1,3340,"3340 SHEETS GHANA CEIBA,WHITEOFRAM, BLACK OFRAM, MIXED WHITE",63087.51,0.00,NG
,,,11/18/2010 10:10AM,1,2333,2333 SHEETS GHANA CEIBA BB/CCBB/CC KILN DRIED PLYWOOD,55981.23,0.00,NG
,,,11/20/2010 11:10AM,1,3500,"3500 SHEETS GHANA CEIBA, MWW,MRW, SAPELE, WHITE OFRAM, BLACK",70277.41,0.00,NG
,,,11/29/2010 02:12PM,1,3427,"3427 SHEETS GHANA CEIBA, WHITEOFRAM, MRW, SAPELE, BLACK OFRAM",68277.28,0.00,NG
,,,11/22/2010 09:12AM,1,3915,"3915 SHEETS GHANA CEIBA, WHITEOFRAM, BLACK OFRAM, MRW",68545.76,0.00,NG
,,,11/26/2010 03:14PM,1,2660,"2660 SHEETS GHANA CEIBA, MRW,SAPELE, BLACK OFRAM, WHITE",46520.26,0.00,NG
,,,12/2/2010 02:37PM,1,4120,"4120 SHEETS GHANA ASANFINA, CEIBAB-OFRAM BB/CC KILN DRIED PLYWOOD",68790.78,0.00,NG
,,,11/22/2010 11:39AM,1,7000,7000  SHEETS   X 4MMCEIBA  PLYWOOD,46451.72,0.00,NG
,,,11/29/2010 01:23PM,1,3400,"3400 SHEETS GHANA OFRAM, CEIBABB/CC KILN DRIED PLYWOOD",61981.58,0.00,NG
,,,11/24/2010 01:32PM,1,3470,"3470 SHEETS GHANA CEIBA, MWWMRW, SAPELE, WHITE OFRAM,",67249.85,0.00,NG
,,,12/7/2010 11:10AM,1,2778,2778 SHEETS GHANA CEIBA BB/CCKILN DRIED PLYWOOD,57637.29,0.00,NG
,,,12/1/2010 08:59AM,1,3030,"3030 SHEETS GHANA CEIBA, W.OFRAM,SAPELE, MRW BB/CC KILN DRIED",56551.14,0.00,NG
,,,12/1/2010 09:02AM,1,3387,"3387 SHEETS GHANA CEIBA, MRW,ASANFINA, B-OFRAM, MWW, SAPELE",72531.96,0.00,NG
,,,12/1/2010 10:07AM,1,7500,7500 SHEETS MIXED PLYWOOD,229992.04,0.00,NG
,,,12/1/2010 12:12PM,1,3800,3800 SHEETSCEIBA   PLYWOOD,53697.79,0.00,NG
,,,12/10/2010 03:37PM,1,2200,2200 SHEETS GHANA SAPELEBB/CC KILN DRIED BLOCK,51746.27,0.00,NG
,,,12/2/2010 11:07AM,1,3127,"3127 SHEETS GHANA CEIBA, BLOCKOFRAM BB/CC KILN DRIED",62002.52,0.00,NG
,,,12/7/2010 12:19PM,1,3098,"3098 SHEETS GHANA CEIBA, MWW,MRW, BLACK OFRAM BB/CC KILN",67811.48,0.00,NG
,,,12/7/2010 11:09AM,1,3665,"3665 SHEETS GHANA CEIBA, MRW,BLACK OFRAM BB/CC KILN DRIED",71464.87,0.00,NG
,,,12/8/2010 11:35AM,1,4445,"4445 SHEETS GHANA ASANFINA, CEIBA,B/OFRAM, BB/CC KILN DRIED PLYWOOD",78072.84,0.00,NG
,,,12/13/2010 04:34PM,1,5965,5965 SHEETS MIXED PLYWOOD,58440.36,0.00,NG
