House Code,House Heads Code,House  Description,Date Processed,Items Number,Number of Packages,Goods Descriptions 1,Items Cif Ghc,Amount Paid Ghc,Country  Destination
,,,5/15/2008 11:26AM,1,1800,"COTE DI VOIRE TEAK BILLETS -1,800 PIECES",4332.00,0.00,IN
,,,5/21/2008 04:28PM,1,5927,"GHANA TEAK BILLETS / LUMBER (AD)5,927 PIECES",120119.28,0.00,IN
,,,5/22/2008 10:11AM,1,1462,"GHANA TEAK BILLETS (AD) - 1,462 PCS",33491.73,0.00,IN
,,,6/6/2008 12:06PM,1,23,GHANA TEAK LOGS / LUMBER,0.00,0.00,IN
,,,6/6/2008 02:49PM,1,5991,"GHANA TEAK BILLETS / LUMBER (AD)5,991 PIECES",92128.56,0.00,IN
,,,6/10/2008 03:40PM,1,800,COTE DI'VOIRE TEAK BILLETS800 PIECES,3000.00,0.00,IN
,,,6/25/2008 05:39PM,1,19,"GHANA TEAK LUMBER / BILLETS (AD)4,376 PIECES",92824.61,0.00,IN
,,,6/25/2008 05:39PM,1,54,"GHANA TEAK LUMBER / BILLETS (AD)11,354 PIECES",236854.33,0.00,IN
,,,6/27/2008 09:52AM,1,1860,"GHANA TEAK LUMBER & ROUND LOGS1,860 PIECES",43115.20,0.00,IN
,,,6/27/2008 10:03AM,1,1956,GHANA LUMBER & ROUND LOGS,49472.06,0.00,IN
,,,7/3/2008 11:44AM,1,25,GHANA FAQ NIANGON BOULES (AD)379 PIECES,104.46,0.00,FR
,,,7/11/2008 02:19PM,1,1002,"GHANA FAQ NO. 1 C&S TEAK LUMBER1,002 PIECES",0.00,0.00,IN
,,,7/11/2008 11:00AM,1,3060,"GHANA TEAK LUMBER / BILLETS3,060 PIECES",59650.87,0.00,IN
,,,7/11/2008 11:00AM,1,4843,"GHANA TEAK BILLETS (AD) - 4,843 PCS",139908.39,0.00,IN
,,,7/15/2008 09:00AM,1,400,IVORIAN TEAK BILLETS - 400 PIECES,8160.14,0.00,IN
,,,7/15/2008 09:51AM,1,256,IVORIAN TEAK BILLETS - 256 PIECES,4462.83,0.00,IN
,,,7/15/2008 05:49PM,1,8469,"GHANA TEAK BILLETS - 8,469 PIECES",157956.96,0.00,IN
,,,7/15/2008 05:59PM,1,3913,"GHANA TEAK BILLETS - 3,913 PIECES",77524.87,0.00,IN
,,,8/12/2008 11:07AM,1,4105,GHANA TEAK BILLET,0.00,0.00,IN
,,,7/25/2008 12:05PM,1,2449,"GHANA TEAK LONGS / BILLETS2,449 PIECES",81372.23,0.00,IN
,,,7/31/2008 11:02AM,1,1409,"GHANA TEAK LUMBER /LOGS (AD)1,409 PIECES",31358.55,0.00,IN
,,,7/31/2008 11:28AM,1,3948,"GHANA TEAK LUMBER/LOGS (AD)3,948 PIECES",73267.51,0.00,IN
,,,8/8/2008 09:50AM,1,6292,"GHANA TEAK BILLETS - 6,292 PIECES",125628.34,0.00,IN
,,,8/15/2008 03:23PM,1,118,GHANA TEAK LOGS (AD) 118 PIECES,7269.25,0.00,IN
,,,8/29/2008 02:45PM,1,256,IVORIAN TEAK BILLETS - 256 PIECES,0.00,0.00,IN
,,,8/19/2008 01:46PM,1,5226,"GHANA TEAK BILLETS/LUMBER5,226 PIECES",96791.97,0.00,IN
,,,8/26/2008 11:05AM,1,4014,"GHANA TEAK BILLET (AD) 4,014 PIECES",0.00,0.00,IN
,,,8/20/2008 09:19AM,1,910,GHANA TEAK LUMBER / BILLETS,25322.02,0.00,IN
,,,8/25/2008 08:48AM,1,1337,"GHANA TEAK BILLETS - 1,337 PIECES",47159.24,0.00,IN
,,,8/25/2008 11:17AM,1,200,IVORIAN TEAK BILLETS - 200 PIECES,5479.56,0.00,IN
,,,9/4/2008 08:30AM,1,1751,"1,751 PCS TEAK LOGS(152,741 M3)",35898.72,0.00,IN
,,,9/5/2008 12:43PM,1,1755,"GHANA TEAK BILLETS (AD)1,755 PIECES",57417.57,0.00,IN
,,,9/11/2008 02:34PM,1,2559,"GHANA TEAK BILLETS - (AD) -2,559 PIECES",98105.73,0.00,IN
,,,9/12/2008 01:51PM,1,5813,"GHANA TEAK LOGS /BILLETS5,813 PIECES",0.00,0.00,IN
,,,9/12/2008 11:48AM,1,1834,"1,834 PCS TEAK LOGS (120,249M3)",45081.11,0.00,IN
,,,9/12/2008 03:39PM,1,2652,"GHANA TEAK LUMBER / LOGS (AD)2,652 PIECES",60139.84,0.00,IN
,,,9/15/2008 10:12AM,1,3954,"GHANA TEAK LOGS / BILLETS3,954 PIECES",84613.69,0.00,IN
,,,9/17/2008 02:59PM,1,1589,"GHANA TEAK BILLETS (AD) - 1,589 PCS",35179.46,0.00,IN
,,,9/22/2008 08:57AM,1,730,730 PCS TEAK LOGS(37.954 M3),15824.85,0.00,IN
,,,9/24/2008 07:09PM,1,457,"457 PCS TEAK FAQ ROUND LOGS(38,383 M3)",14372.53,0.00,IN
,,,9/25/2008 02:57PM,1,430,GHANA TEAK BILLETS (AD) -430 PIECES,16306.17,0.00,IN
,,,9/29/2008 04:19PM,1,610,"610 PCS TEAK FAQ ROUND LOGS(37,408 M3)",14146.07,0.00,IN
,,,10/2/2008 09:59AM,1,412,GHANA TEAK BILLETS (AD) - 412 PCS,16514.74,0.00,IN
,,,10/2/2008 03:37PM,1,200,IVORIAN TEAK LOGS - 200 PIECES,4419.00,0.00,IN
,,,10/3/2008 04:54PM,1,3065,"3,065 PCS TEAK ROUND FAQ LOGS",115822.45,0.00,IN
,,,10/6/2008 12:31PM,1,181,181 PCS OF ROUND TEAK LOGS,13799.39,0.00,IN
,,,10/17/2008 10:26AM,1,2302,"GHANA TEAK BILLETS - 2,302 PIECES",89278.84,0.00,IN
,,,10/22/2008 03:13PM,1,7373,"GHANA TEAK BILLETS (AD)7,373 PIECES",286683.76,0.00,IN
,,,10/27/2008 09:36AM,1,1739,"GHANA TEAK BILLETS - 1,739 PIECES",0.00,0.00,IN
,,,10/20/2008 08:57AM,1,3095,GHANA TEAK BILLETS / LUMBER,57152.59,0.00,IN
,,,10/23/2008 10:12AM,1,242,GHANA TEAK BILLETS - 242 PIECES,0.00,0.00,IN
,,,10/23/2008 10:18AM,1,1666,"GHANA TEAK BILLETS - 1,666 PIECES",46486.21,0.00,IN
,,,10/17/2008 04:31PM,1,280,"280 PCS TEAK LOGS(20,902  M3)",6960.43,0.00,IN
,,,10/17/2008 04:31PM,1,427,"427 PCS TEAK FAQ ROUND LOGS(36,327 M3)",13842.44,0.00,IN
,,,10/17/2008 05:32PM,1,462,GHANA TEAK BILLETS - 462 PIECES,16799.26,0.00,IN
,,,10/21/2008 10:30AM,1,500,IVORY COAST FAQ TEAK LOGS500 PIECES,0.00,0.00,IN
,,,10/20/2008 11:47AM,1,257,257 PCS OF ROUND TEAK LOGS,29323.93,0.00,IN
,,,10/23/2008 03:23PM,1,187,GHANA TEAK BILLET (AD) 187 PIECES,7359.66,0.00,IN
,,,10/28/2008 11:36AM,1,25,"GHANA TEAK LUMBER - 4,919 PIECES",18586.72,0.00,IT
,,,10/28/2008 02:53PM,1,722,"722 PCS TEAK FAQ ROUND LOGS(58,796M3)",22562.24,0.00,IN
,,,11/11/2008 11:14AM,1,390,GHANA TEAK BILLETS (AD) -390 PIECES,18518.91,0.00,IN
,,,11/27/2008 12:16PM,1,999,999 PCS OF ROUND TEAK LOGS,58233.04,0.00,IN
,,,12/3/2008 03:46PM,1,225,GHANA TEAK BILLETS - 225 PIECES,8147.91,0.00,IN
,,,12/4/2008 01:56PM,1,7360,"7,360 PCS OF TEAK ROUND FAQ LOGS(544,80M3)",227026.85,0.00,IN
,,,12/4/2008 03:15PM,1,251,GHANA TEAK BILLETS (AD) - 251 PIECE,8649.80,0.00,IN
,,,12/4/2008 04:52PM,1,694,694 PCS OF ROUND TEAK LOGS,25632.39,0.00,IN
,,,12/12/2008 03:25PM,1,713,GHANA TEAK BILLETS (AD) - 713 PIECE,28335.01,0.00,IN
,,,12/17/2008 10:17AM,1,144,IVORIAN TEAK BILLETS - 144 PIECES,11482.69,0.00,IN
,,,12/19/2008 10:25AM,1,417,417 (22.514M3) TEAK LOGS (FAQ),8921.97,0.00,SG
,,,12/22/2008 08:07AM,1,889,1X20FT STC 889 BAGS OF PALM KERNELSHELL GRANULE CHARCOAL AND COCOANUT,5301.91,0.00,KR
4401210000,4401210000,Coniferous wood in chips or particles,9/26/2008 08:20AM,1,964,964 PCS OF TEAK ROUND LOGS,0.00,0.00,IN
4402000000,4402000000,Wood charcoal,2/2/2008 11:27AM,1,9,BULK CHARCOAL PREPARED WITHRAW MATERIALS FROM OFF-CUT.,29243.90,0.00,NL
,,,2/25/2008 07:33AM,1,2,BULK CHARCOAL PREPARED WITHRAW MATERIAL FROM OFF-CUT.,5724.92,0.00,NL
,,,3/7/2008 04:17PM,1,2240,2240 BOXES OF WOOD CHARCOL,9151.57,0.00,KR
,,,3/23/2008 11:43AM,1,2,BULK LOADED CHARCOAL PREPARED WITHOFF-CUT MATERIALS (WOOD),5903.78,0.00,NL
,,,3/27/2008 01:20PM,1,3,BULK LOADED CHARCOAL PREPARED FROMOFF-CUT MATERIALS (WOOD),10770.54,0.00,NL
,,,4/15/2008 01:34PM,1,5,BULK LOADED CHARCOAL PREPARED FROMOFF-CUT MATERIALS (WOOD),17828.06,0.00,NL
,,,4/23/2008 10:20AM,1,1,BULK LOADED CHARCOAL PREPAREDFROM OFF-CUT MATERIALS (WOOD),3453.93,0.00,NL
,,,5/12/2008 10:10AM,1,5,BULK  LOADED CHARCOAL PREPARED WITHOFF-CUT MATERIALS (WOOD),19392.76,0.00,NL
,,,6/2/2008 09:12AM,1,1236,1236  BOXES  OF  WOOD  CHARCOAL,12823.30,0.00,KR
,,,6/24/2008 05:28PM,1,6,BULK LOADED CHARCOAL PREPAREDWITH OFF-CUT WOOD MATERIALS,21107.33,0.00,NL
,,,7/15/2008 11:53AM,1,3200,"GHANA WOOD CHARCOAL - 3,200 BAGS",8413.54,0.00,GR
,,,8/1/2008 10:19AM,1,7,BULK LOADED CHARCOAL PREPAREDWITH OFF-CUT MATERIALS (WOOD),25828.90,0.00,NL
,,,8/15/2008 02:26PM,1,1913,"GHANA WOOD CHARCOAL - 1,913 BAGS",4694.79,0.00,GR
,,,8/28/2008 04:39PM,1,4,BULK LOADED CHARCOAL PREPARED WITHWOOD (OFF-CUT MATERIALS),14334.03,0.00,NL
,,,9/12/2008 03:00PM,1,887,887 SACKS OF WOOD CHARCOAL,10468.17,0.00,LB
,,,9/19/2008 11:47AM,1,1667,"GHANA WOOD CHARCOAL1,667 SACKS",7558.32,0.00,GR
,,,10/2/2008 04:02PM,1,2,BULK LOADED CHARCOAL PRODUCED FROMSAWMILL WASTE (WOOD WASTE),6642.24,0.00,NL
,,,10/16/2008 01:09PM,1,2055,"GHANA WOOD CHARCOAL -2,055 PIECES",7758.53,0.00,GR
,,,10/21/2008 12:50PM,1,4,BULK  LOADED CHARCOAL PREPARED FROMWASTE MATERIALS OF WOOD,12340.86,0.00,NL
,,,10/23/2008 01:59PM,1,1330,"GHANA CHARCOAL - 1,330 BAGS",4998.35,0.00,GR
,,,11/6/2008 06:15PM,1,2,BULK LOADED CHARCOAL PREPARED FROMWASTE WOOD (OFF-CUT),6507.15,0.00,NL
,,,11/25/2008 01:24PM,1,2,BULK LOADED CHARCOAL PREPARED WITHRAW WASTE MATERIALS,7116.54,0.00,NL
,,,11/27/2008 11:33AM,1,1800,"WOOD CHARCOAL - 1,800 BAGS",4906.25,0.00,GR
,,,11/27/2008 11:40AM,1,1300,"WOOD CHARCOAL - 1,300 BAGS",7036.85,0.00,GR
,,,12/3/2008 10:37AM,1,3,BULK LOADED CHARCOAL PREPARED WITHRAW WASTE MATERIALS.,10446.89,0.00,NL
,,,12/15/2008 03:52PM,1,4,BULK LOADED CHARCOAL PREPAID WITHWASTE MATERIALS,14403.45,0.00,NL
,,,12/16/2008 11:03AM,1,4,BULK LOADED CHARCOAL PREPAID FROMWASTE MATERIALS,15322.44,0.00,NL
,,,12/18/2008 10:26AM,1,1,BULK LOADED CHARCOAL PREPARED FROMWASTE MATERIALS (OFF-CUT) WOOD.,3782.30,0.00,NL
,,,12/18/2008 10:55AM,1,1,BULK LOADED CHARCOAL PREPARED FROMWASTE MATERIALS (OFF-CUT) WOOD.,3782.30,0.00,NL
4403100000,4403100000,"Wood in the rough treated with paint, stains, creosote, etc",2/7/2008 12:32PM,1,310,PCS TEAK WOOD,5424.55,0.00,HK
,,,2/6/2008 05:31PM,1,933,PCS TEAK WOOD,13560.40,0.00,HK
,,,2/8/2008 02:26PM,1,2199,PCS TEAK WOOD,30238.48,0.00,IN
,,,2/9/2008 09:45AM,1,175,PCS ROUND LOGS OF TEAK,22.86,0.00,ID
,,,3/5/2008 12:02PM,1,3909,TEAK FAQ  LOGS,61271.07,0.00,IN
,,,3/25/2008 03:20PM,1,289,TEAK LOGS,6753.85,0.00,IN
,,,4/7/2008 10:33AM,1,4,4 CONTR. STC TEAK WOOD ROUND LOGS,38048.65,0.00,IN
,,,4/16/2008 12:00PM,1,800,TEAK  ROUND LOG,9714.99,0.00,IN
,,,4/10/2008 03:37PM,1,512,TEAK ROUND LOGS,19.51,0.00,IN
,,,4/17/2008 04:11PM,1,102,TEAK ROUND LOGS,3918.61,0.00,IN
,,,4/28/2008 09:36AM,1,190,TEAK  ROUND LOGS,4298.80,0.00,IN
,,,6/19/2008 02:12PM,1,188,TEAK  LOGS,3333.44,0.00,IN
,,,6/19/2008 02:13PM,1,188,TEAK  LOGS,2957.38,0.00,IN
,,,7/2/2008 04:40PM,1,1018,1018 PCS TEAK LOGS,29308.09,0.00,IN
,,,7/3/2008 10:08AM,1,1010,1010 PCS TEAK LOGS,29991.61,0.00,IN
,,,7/3/2008 10:08AM,1,500,500 PCS TEAK LOGS,14743.72,0.00,IN
,,,7/11/2008 10:55AM,1,4188,4188 PCS TEAK,0.00,0.00,IN
,,,7/11/2008 09:39AM,1,2607,2607 PCS TEAK,95303.50,0.00,IN
,,,7/11/2008 05:22PM,1,2028,2028 PCS OF TEAK LOGS FAQ,59219.17,0.00,IN
,,,7/11/2008 05:22PM,1,1323,1323 PCS OF TEAK LOGS FAQ,43813.67,0.00,IN
,,,7/11/2008 05:22PM,1,510,510 PCS OF TEAK LOGS FAQ,15875.27,0.00,IN
,,,7/28/2008 03:16PM,1,1163,1163 PCS OF TEAK LOGS FAQ,0.00,0.00,IN
,,,7/25/2008 02:29PM,1,753,753 PCS OF TEAK LOGS FAQ,23373.93,0.00,IN
,,,8/12/2008 09:24AM,1,4002,4002 PCS TEAKS,153848.08,0.00,IN
,,,8/12/2008 09:26AM,1,1576,1576 PCS ROUGH LOGS TEAK,61410.66,0.00,IN
,,,8/12/2008 11:59AM,1,1828,1828 PCS SQUARE TEAK,29698.40,0.00,IN
,,,8/13/2008 11:27AM,1,280,TEAK  LOGS  FAQVIZ. 21.244M3,5838.30,0.00,IN
,,,8/29/2008 11:38AM,1,600,TEAK ROUND LOGS,14389.18,0.00,IN
,,,9/9/2008 10:47AM,1,387,TEAK ROUND LOCKS,25054.99,0.00,IN
,,,9/17/2008 03:49PM,1,462,TEAK ROUND LOGS,11255.43,0.00,IN
,,,9/26/2008 02:07PM,1,893,893 PCS ROUND LOGS,0.00,0.00,IN
,,,9/26/2008 01:36PM,1,2529,7376 PCS TEAK,161474.94,0.00,IN
,,,10/21/2008 01:50PM,1,8344,8344 PCS TEAK,328101.74,0.00,IN
,,,10/28/2008 02:56PM,1,1198,PCS OF TEAK ROUND LOGS,46385.93,0.00,IN
,,,12/12/2008 05:39PM,1,302,TEAK ROUND LOGS,7127.01,0.00,IN
,,,12/15/2008 12:51PM,1,2328,2328 PCS SQUARE(GHANA) TEAK,54229.07,0.00,IN
,,,12/29/2008 01:22PM,1,791,302 PCS OF TEAK ROUND LOGS486 OF TEAK LUMBER,14171.37,0.00,IN
,,,12/31/2008 03:57PM,1,1372,GHANA TEAK ROUND LOGS,26648.12,0.00,IN
4403990000,4403990000,"Other Wood in the rough, nes(excl. treated)",1/4/2008 11:31AM,1,4148,4148 PCS ROUGH TEAK,1699.91,0.00,IN
,,,1/2/2008 03:32PM,1,684,TEAK ROUND LOGS,24501.82,0.00,VN
,,,1/8/2008 02:14PM,1,372,PLANTATION TEAK ROUND LOGS,36232.48,0.00,IN
,,,1/8/2008 02:15PM,1,134,TEAK ROUND LOGS,12341.68,0.00,CN
,,,1/8/2008 02:15PM,1,593,TEAK ROUND LOGS,46965.49,0.00,IN
,,,1/9/2008 06:19PM,1,1444,1444 PCS ROUGH TEAK,84295.60,0.00,IN
,,,1/11/2008 03:52PM,1,4747,4747 PCS ROUGH TEAK,176918.07,0.00,IN
,,,1/11/2008 04:03PM,1,1328,1328 PCS ROUGH TEAK,72221.71,0.00,IN
,,,1/14/2008 02:05PM,1,319,TEAK ROUND LOGS,24749.09,0.00,HK
,,,1/14/2008 02:05PM,1,72,TEAK ROUND LOGS,6303.26,0.00,CN
,,,1/14/2008 02:05PM,1,630,TEAK ROUND LOGS,49716.92,0.00,HK
,,,1/14/2008 02:05PM,1,711,TEAK ROUND LOGS,16277.05,0.00,HK
,,,1/18/2008 06:04PM,1,72,TEAK ROUND LOGS,6299.41,0.00,CN
,,,1/23/2008 02:38PM,1,377,PLANTATION TEA ROUND LOGS,30933.48,0.00,IN
,,,1/23/2008 02:38PM,1,188,PLANTATION TEAK ROUND LOGS,15064.98,0.00,IN
,,,1/31/2008 12:30PM,1,676,PLANTATION TEAK ROUND LOGS,73313.15,0.00,IN
,,,1/29/2008 03:00PM,1,548,PLANTATION TEAK ROUND LOGS,40926.29,0.00,IN
,,,1/29/2008 03:00PM,1,422,PLANTATION TEAK/ROUND LOGS,34964.71,0.00,IN
,,,2/7/2008 09:35AM,1,183,PLANTATION TEAK/ROUND LOGS,15072.67,0.00,IN
,,,1/29/2008 03:00PM,1,1085,PLANTATION TEAK ROUND LOGS,46050.78,0.00,IN
,,,1/30/2008 01:29PM,1,463,6 X 40'' STC.TEAK LOGS,35473.44,0.00,IN
,,,2/4/2008 10:43AM,1,1768,295.256 MT TEAK (LOGS),28698.30,0.00,IN
,,,2/1/2008 08:05PM,1,148,TEAK ROUND LOGS,5328.37,0.00,VN
,,,2/7/2008 02:19PM,1,213,3 X 40'' STC.TEAK LOGS,18102.11,0.00,IN
,,,2/14/2008 01:07PM,1,203,3 X 40''TEAK LOGS,18144.65,0.00,IN
,,,2/14/2008 02:05PM,1,2052,TEAK ROUND LOGS,131833.16,0.00,IN
,,,2/18/2008 10:46AM,1,218,218 PCS TEAK ROUND LOG(22.701 M3),7159.62,0.00,CN
,,,2/18/2008 11:02AM,1,1435,250.667 MT TEAK (LOGS),28207.11,0.00,IN
,,,2/20/2008 01:32PM,1,52,3 X 40'' STC.TEAK LOGS,18276.92,0.00,DE
,,,2/20/2008 07:03PM,1,993,TEAK ROUND LOGS,57698.17,0.00,IN
,,,2/20/2008 07:03PM,1,416,TEAK ROUND LOGS,24494.39,0.00,IN
,,,2/22/2008 10:32AM,1,114,2 X 40'' STC.TEAK LOGS,11898.23,0.00,IN
,,,2/29/2008 11:57AM,1,275,4 X 40'' STC.TEAK LOGS,24122.79,0.00,IN
,,,3/4/2008 04:18PM,1,640,PLANTATION TEAK/ROUND LOGS,23825.29,0.00,IN
,,,3/7/2008 02:58PM,1,166,TEAK ROUND LOGS,9690.43,0.00,IN
,,,3/7/2008 02:59PM,1,858,TEAK ROUND LOGS,28301.20,0.00,IN
,,,3/11/2008 01:49PM,1,77,1 X 40' STC.TEAK LOGS,6008.07,0.00,IN
,,,3/15/2008 12:26PM,1,1418,250.667 MT TEAK (LOGS),24242.80,0.00,IN
,,,3/17/2008 10:23AM,1,242,3 X 40'' STC.TEAK LOGS,17769.40,0.00,IN
,,,3/26/2008 09:14AM,1,179,2X40STCTEAK LOG,11532.57,0.00,IN
,,,3/26/2008 09:14AM,1,86,1X40STCTEAK LOG,5845.58,0.00,IN
,,,4/17/2008 12:45PM,1,532,60.000 MT TEAK (LOGS),14824.50,0.00,IN
,,,4/17/2008 12:45PM,1,1418,160.000 MT TEAK (LOGS),39532.00,0.00,IN
,,,4/17/2008 12:47PM,1,388,6 X 40'' STC.TEAK LOGS,36058.13,0.00,IN
,,,4/29/2008 04:20PM,1,1418,160.000 MT TEAK (LOGS),0.00,0.00,IN
,,,4/30/2008 12:48PM,1,532,60.000 MT TEAK (LOGS),0.00,0.00,IN
,,,4/24/2008 11:53AM,1,127,2 X 40'' STC.TEAK LOGS,12624.63,0.00,IN
,,,4/24/2008 11:53AM,1,111,2 X 40'' STC.TEAK LOGS,12727.63,0.00,IN
,,,4/29/2008 04:45PM,1,534,60.000 MT TEAK (LOGS),10710.35,0.00,IN
,,,5/21/2008 03:34PM,1,427,7 X 40'' STC.TEAK LOGS,44902.68,0.00,IN
,,,7/18/2008 01:41PM,1,827,827 PCS TEAK BILLETS,0.00,0.00,IN
,,,6/6/2008 11:42AM,1,60,1 X 40' STC.TEAK LOGS,6379.65,0.00,IN
,,,6/6/2008 11:42AM,1,218,4 X 40'' STC.TEAK LOGS,25811.16,0.00,IN
,,,7/8/2008 12:34PM,1,179,3 X40'' STCTEAK LOGS,19844.74,0.00,IN
,,,7/9/2008 12:45PM,1,60,1 X 20' STC.TEAK LOGS,6648.94,0.00,IN
,,,7/29/2008 02:14PM,1,69,1 X 40' STC.TEAK LOGS,6868.28,0.00,IN
,,,8/1/2008 03:28PM,1,4085,4085 PCS TEAK LUMBER AD,75509.19,0.00,IN
,,,8/1/2008 03:28PM,1,6346,6346 PCS TEAK LUMBER AD,116639.88,0.00,IN
,,,8/5/2008 11:28AM,1,375,TEAK ROUND LOGS,24699.68,0.00,IN
,,,8/5/2008 11:28AM,1,78,TEAK ROUND LOGS,6201.52,0.00,IN
,,,8/7/2008 11:15AM,1,1447,162.584 MT TEAK (LOGS),22502.22,0.00,IN
,,,8/18/2008 09:57AM,1,1566,175.955 MT TEAK (LOGS),37822.71,0.00,IN
,,,8/28/2008 11:00AM,1,1330,149.438 MT TEAK (LOGS),29953.67,0.00,IN
,,,9/3/2008 10:37AM,1,196,2 X 40'' STCTEAK LOGS,12643.86,0.00,IN
,,,9/3/2008 10:37AM,1,320,2 X40'' STC.TEAK LOGS,7266.46,0.00,IN
,,,9/9/2008 10:36AM,1,609,68.427 MT TEAK (LOGS),10099.18,0.00,IN
,,,9/10/2008 11:08AM,1,15,1X40CONT STCWAWA KD PCS1123,23337.59,0.00,ES
,,,9/18/2008 05:39PM,1,239,TEAK ROUND LOGS,13451.33,0.00,IN
,,,9/25/2008 11:20AM,1,831,PCS OF TEAK LUMBER,13565.17,0.00,IN
,,,10/21/2008 10:26AM,1,1678,200.00 MT TEAK (LOGS),32744.49,0.00,AE
,,,10/21/2008 10:26AM,1,952,120.00 MT TEAK (LOGS),19614.03,0.00,CN
,,,10/21/2008 06:03PM,1,1244,TEAK ROUND LOGS,64468.44,0.00,IN
,,,10/21/2008 06:35PM,1,147,TEAK ROUND LOGS,10512.48,0.00,IN
,,,10/22/2008 10:39AM,1,1533,TEAK ROUND LOGS,83301.70,0.00,IN
,,,10/22/2008 03:45PM,1,211,2 X 40'' STC.TEAK LOGS,13383.00,0.00,IN
,,,11/3/2008 10:53AM,1,216,2 X 40' STC.TEAK LOGS,13176.29,0.00,IN
,,,11/7/2008 06:44PM,1,1253,TEAK ROUND LOGS,64847.07,0.00,HK
,,,11/7/2008 06:44PM,1,1116,TEAK ROUND LOGS,53180.09,0.00,HK
,,,11/12/2008 09:31AM,1,435,2 X 20' STC.TEAK LOGS,7264.67,0.00,IN
,,,11/12/2008 01:03PM,1,280,ROUGH SQUARE SAWN TIMBER,4640.64,0.00,IN
,,,11/17/2008 03:09PM,1,1566,TEAK ROUND LOGS,67047.53,0.00,IN
,,,11/17/2008 03:09PM,1,965,TEAK ROUND LOGS,41934.26,0.00,IN
,,,11/17/2008 03:09PM,1,1256,TEAK ROUND LOGS,57308.64,0.00,IN
,,,11/24/2008 11:41AM,1,227,2 X 40' STC.TEAK LOGS,13220.86,0.00,IN
,,,12/15/2008 10:49AM,1,646,2 X 20 & 2 X 40'' STC.TEAK LOGS,20995.41,0.00,IN
,,,12/19/2008 09:39AM,1,959,126.834 MT TEAK (LOGS),188836.40,0.00,AE
,,,12/19/2008 09:39AM,1,319,40.194 MT TEAK (LOGS),62943.46,0.00,AE
,,,12/23/2008 02:28PM,1,318,40.068 MT TEAK (LOGS),2719.11,0.00,AE
,,,12/24/2008 09:27AM,1,318,40.068 MT TEAK (LOGS),3676.01,0.00,AE
,,,12/24/2008 09:27AM,1,1137,143.262 MT TEAK (LOGS),485592.47,0.00,AE
4407240000,4407240000,"Wood sawn or chipped thickness <= 6mm - Virola, Mahogany, Imbuia, Balsa",1/29/2008 11:17AM,1,4000,GHANA TEAK LUMBER (AD) - 4000 PCS,69055.09,0.00,IN
,,,1/4/2008 11:01AM,1,41,FAQ NIANGON INDUSTRIAL BOULES (AD)S.T.C. 414 PCS,27180.04,0.00,IT
,,,1/4/2008 11:03AM,1,19,GHANA BLACK OFRAM LUMBER (AD),15464.68,0.00,SN
,,,1/4/2008 01:41PM,1,18,GHANA CHENCHEN LUMBER (KD) 10-12%,21556.78,0.00,BE
,,,1/4/2008 07:48PM,1,48,FAQ NIANGON INDUSTRIAL BOULESS.T.C. 1468 PCS,48819.73,0.00,IT
,,,1/8/2008 05:58PM,1,12,GHANA WAWA NO. 1 C&S LUMBER (KD),15471.74,0.00,SA
,,,1/9/2008 05:24PM,1,1114,GHANA TEAK LUMBER (AD),22825.54,0.00,IN
,,,1/10/2008 12:25PM,1,32,GHANA WAWA LUMBER (KD),26838.55,0.00,FR
,,,1/14/2008 11:13AM,1,12,GHANA WAWA LUMBER (KD),18530.90,0.00,CN
,,,2/1/2008 09:16AM,1,3676,GHANA TEAK LUMBER  (AD) - 3676 PCS,56038.03,0.00,IN
,,,1/15/2008 02:50PM,1,16140,GHANA FAS TEAK STRIP (AD),16121.03,0.00,HK
,,,1/15/2008 03:55PM,1,10,GHANA WHITE KOTO LUMBER (KD),25304.56,0.00,GR
,,,1/15/2008 05:09PM,1,14,FAS MAKORE (KD) LUMBER S.T.C.1372 PCS,24993.73,0.00,US
,,,1/15/2008 05:09PM,1,15,FAS UTILE & SAPELE (KD) LUMBER FIX/RANDOM S.T.C. 1206 PCS,35015.51,0.00,DE
,,,1/15/2008 05:42PM,1,16,FAS MAHOGANY (KHAYA IVORENSIS) KDLUMBER S.T.C. 1131 PCS,33013.29,0.00,US
,,,1/21/2008 01:31PM,1,44,"GHANA NO. 1 COMMON & SELECTSBLACK OFRAM LUMBER (AD) - 3,176 PCS",24322.34,0.00,SN
,,,1/21/2008 01:33PM,1,15,"GHANA FAS WHITE OFRAM LUMBER (KD)1,671 PIECES",17956.85,0.00,IT
,,,1/21/2008 01:34PM,1,75,GHANA FAS MAHOGANY/EDINAM/SAPELE & UTILE (KD) LUMBER,144505.37,0.00,US
,,,1/22/2008 03:11PM,1,21,GHANA BLACK OFRAM LUMBER (AD),14872.62,0.00,SN
,,,1/22/2008 03:49PM,1,18,GHANA BLACK OFRAM LUMBER (KD),12292.65,0.00,SN
,,,1/23/2008 12:42PM,1,18,GHANA FAS BLACK OFRAM LUMBER (KD),18761.11,0.00,IL
,,,1/23/2008 02:37PM,1,10,GHANA FAS MAHOGANY LUMBERSTC - 330 PIECES,9378.18,0.00,US
,,,1/23/2008 04:28PM,1,13,GHANA WAWA LUMBER (KD)`,16875.84,0.00,SA
,,,1/23/2008 04:28PM,1,20,GHANA WAWA LUMBER (KD),23368.01,0.00,HK
