House Code,House Heads Code,House  Description,Date Processed,Items No,Number of Packages,Goods Descriptions 1,Items Cif Ghc,Amount Paid Ghc,Country  Destination
,,,4/13/2012 01:32PM,1,4000,MAIN CROP RAW COCOA BEANS,1472439.88,0.00,FR
,,,4/14/2012 10:40AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),10029219.00,0.00,NL
,,,4/14/2012 10:40AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),11858282.50,0.00,NL
,,,4/14/2012 10:40AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),11858282.50,0.00,NL
,,,4/14/2012 10:40AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),9276590.00,0.00,NL
,,,4/14/2012 10:40AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),9294093.00,0.00,NL
,,,4/14/2012 10:40AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),11858282.50,0.00,NL
,,,4/14/2012 10:40AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),3343073.00,0.00,FR
,,,4/14/2012 10:40AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),16802880.00,0.00,FR
,,,4/14/2012 10:40AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),11902040.00,0.00,NL
,,,4/14/2012 10:40AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),5951020.00,0.00,GB
,,,4/14/2012 10:40AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),6283577.00,0.00,GB
,,,4/14/2012 10:40AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),3010516.00,0.00,GB
,,,4/14/2012 10:40AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),9425365.50,0.00,GB
,,,4/14/2012 10:40AM,1,1,BULK MIAN CROP RAW COCOA BEANS(BULK LAODING),6589879.50,0.00,GB
,,,4/14/2012 10:40AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),33430730.00,0.00,NL
,,,4/14/2012 05:23PM,1,1,MAIN CROP RAW COCOA BEANS(BULK LOADING),1645282.00,0.00,GB
,,,4/14/2012 05:23PM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),1645282.00,0.00,GB
,,,4/14/2012 05:23PM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),1645282.00,0.00,GB
,,,4/14/2012 05:23PM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),1645282.00,0.00,GB
,,,4/14/2012 05:23PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5 KGS/BAG)",1112455.67,0.00,TR
,,,4/14/2012 05:23PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5 KGS/BAG)",1112455.67,0.00,TR
,,,4/14/2012 05:23PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5 KGS/BAG)",1112455.67,0.00,TR
,,,4/14/2012 05:23PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5 KGS/BAG),1112455.67,0.00,TR
,,,4/14/2012 05:23PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5 KGS/BAG)",1112455.67,0.00,TR
,,,4/14/2012 05:23PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5 KGS/BAG),1112455.67,0.00,TR
,,,4/14/2012 05:23PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5 KGS/BAG),1112455.67,0.00,TR
,,,4/14/2012 05:23PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5 KGS/BAG),1112455.67,0.00,TR
,,,4/14/2012 05:23PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5 KGS/BAG)",1112455.67,0.00,TR
,,,4/14/2012 05:23PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5 KGS/BAG),1112455.67,0.00,TR
,,,4/16/2012 05:12PM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),3343073.00,0.00,FR
,,,4/16/2012 05:12PM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),16802880.00,0.00,FR
,,,4/16/2012 05:12PM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),10002964.50,0.00,NL
,,,4/18/2012 07:25AM,1,2000,MAIN CROP RAW COCOA BEANS,7363430.25,0.00,NL
,,,4/18/2012 07:25AM,1,4000,MAIN CROP RAW COCOA BEANS,1519964.00,0.00,MY
,,,4/18/2012 07:25AM,1,800,MAIN CROP RAW COCOCA BEANS,285880.48,0.00,ID
,,,4/18/2012 07:25AM,1,4000,MAIN CROP RAW COCOA BEANS,1429402.42,0.00,ID
,,,4/18/2012 07:25AM,1,4000,MAIN CROP RAW COCOA BEANS,1468674.05,0.00,MY
,,,4/18/2012 07:25AM,1,5600,MAIN CROP RAW COCOA BEANS,2056143.67,0.00,MY
,,,4/18/2012 07:25AM,1,3000,MAIN CROP RAW COCOA BEANS                       (BULK),1159414.40,0.00,FR
,,,4/18/2012 07:25AM,1,4000,MAIN CROP RAW COCOA BEANS,1532335.80,0.00,MY
,,,4/18/2012 07:25AM,1,3000,MAIN CROP RAW COCOA BEANS                        (BULK),998581.00,0.00,FR
,,,4/18/2012 07:25AM,1,4000,MAIN CROP RAW COCOA BEANS,1532371.15,0.00,MY
,,,4/19/2012 02:41PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5 KGS/BAG)",1564149.00,0.00,IT
,,,4/19/2012 02:41PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5 KGS/BAG)",1447058.75,0.00,ES
,,,4/19/2012 02:41PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5 KGS/BAG)",1447058.75,0.00,ES
,,,4/19/2012 02:41PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5 KGS/BAG)",1447058.75,0.00,ES
,,,4/19/2012 02:41PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5KGS/BAG)",1564149.00,0.00,IT
,,,4/19/2012 02:41PM,1,4000,MAIN CROP RAW COCOA BEANS(4000 BAGS X 62.5 KGS/BAG),1564149.00,0.00,IT
,,,4/19/2012 02:41PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5 KGS/BAG)",1564149.00,0.00,IT
,,,4/19/2012 02:41PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5 KGS/BAG)",1552157.19,0.00,MY
,,,4/19/2012 02:41PM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),33757340.00,0.00,NL
,,,4/19/2012 02:41PM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),12018320.00,0.00,NL
,,,4/19/2012 02:41PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5 KGS/BAG)",1552157.19,0.00,MY
,,,4/19/2012 02:41PM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),1661356.00,0.00,GB
,,,4/21/2012 10:25AM,1,2800,"MAIN CROP RAW COCOA BEANS(2,800 BAGS X 62.5 KGS/BAG)",1080986.03,0.00,IT
,,,4/21/2012 10:25AM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5 KGS/BAG)",1548684.25,0.00,BE
,,,4/21/2012 10:25AM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5 KGS/BAG)",1548684.25,0.00,BE
,,,4/21/2012 10:25AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),1506708.50,0.00,BE
,,,4/21/2012 10:25AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),1506708.50,0.00,BE
,,,4/21/2012 10:25AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),1506708.50,0.00,BE
,,,4/21/2012 10:25AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),1506708.50,0.00,BE
,,,4/30/2012 01:18PM,1,800,MAIN CROP RAW COCOA BEANS(800 BAGS X 62.5 KGS/BAG),308926.10,0.00,BE
,,,4/30/2012 01:18PM,1,800,MAIN CROP RAW COCOA BEANS800 BAGS X 62.5 KGS/BAG),308926.10,0.00,NL
,,,4/30/2012 01:18PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5 KGS/BAG)",1544630.50,0.00,NL
,,,4/30/2012 01:18PM,1,8000,"MAIN CROP RAW COCOA BEANS(8,000 BAGS X 62.5 KGS/BAG)",2515435.23,0.00,BR
,,,4/30/2012 01:18PM,1,8000,"MAIN CROP RAW COCOA BEANS(8,000 BAGS X 62.5 KGS/BAG)",2515435.23,0.00,BR
,,,4/30/2012 01:18PM,1,8000,"MAIN CROP RAW COCOA BEANS(8,000 BAGS X 62.5 KGS/BAG)",2533185.09,0.00,BR
,,,4/30/2012 01:18PM,1,8000,"MAIN CROP RAW COCOA BEANS(8,000 BAGS X 62.5 KGS/BAG)",2515435.23,0.00,BR
,,,4/30/2012 01:18PM,1,8000,"MAIN CROP RAW COCOA BEANS(8,000 BAGS X 62.5 KGS/BAG)",2533185.09,0.00,BR
,,,4/30/2012 01:18PM,1,8000,"MAIN CROP RAW COCOA BEANS(8,000 BAGS X 62.5 KGS/BAG)",2533185.09,0.00,BR
,,,4/30/2012 01:18PM,1,8000,"MAIN CROP RAW COCOA BEANS(8,000 BAGS X 62.5 KGS/BAG)",2533185.09,0.00,BR
,,,4/30/2012 01:18PM,1,8000,"MAIN CROP RAW COCOA BEANS(8,000 BAGS X 62.5 KGS/BAG)",2533185.09,0.00,BR
,,,4/30/2012 01:18PM,1,8000,MAIN CROP RAW COCOA BEANS(8000 BAGS X 62.5 KGS/BAG),2533185.09,0.00,BR
,,,4/30/2012 01:18PM,1,8000,MAIN CROP RAW COCOA BEANS(8000 BAGS X 62.5 KGS/BAG),2533185.09,0.00,BR
,,,4/30/2012 01:18PM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),7741009.50,0.00,NL
,,,4/30/2012 01:18PM,1,3200,"MAIN CROP RAW COCOA BEANS(3,200 BAGS X 62.5 KGS/BAG)",1248204.30,0.00,IT
,,,4/30/2012 01:18PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5 KGS/BAG)",1580344.50,0.00,IT
,,,4/30/2012 01:18PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5 KGS/BAG)",1563826.78,0.00,IT
,,,4/30/2012 01:18PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5 KGS/BAG)",1535702.00,0.00,ES
,,,4/30/2012 01:18PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5 KGS/BAG)",1560255.38,0.00,IT
,,,4/30/2012 01:18PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5 KGS/BAG)",1535702.00,0.00,ES
,,,4/30/2012 01:18PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5 KGS/BAG)",1535702.00,0.00,ES
,,,4/30/2012 01:18PM,1,4000,"MAIN CROP RAW COCOA BEANS(4,000 BAGS X 62.5 KGS/BAG)",1535702.00,0.00,ES
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS,1415135.11,0.00,TR
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS,1419577.93,0.00,TR
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS,1435113.52,0.00,TR
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS,1435113.52,0.00,TR
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS,1443992.02,0.00,TR
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOCA BEANS,1443992.02,0.00,TR
,,,4/30/2012 03:15PM,1,3200,MAIN CROP RAW COCOA BEANS,1210704.60,0.00,TH
,,,4/30/2012 03:15PM,1,800,MAIN CROP RAW COCOA BEANS,322318.85,0.00,JP
,,,4/30/2012 03:15PM,1,2400,MAIN CROP RAW COCOA BEANS,952224.53,0.00,JP
,,,4/30/2012 03:15PM,1,2400,MAIN CROP RAW COCOA BEANS,952224.53,0.00,JP
,,,4/30/2012 03:15PM,1,4800,MAIN CROP RAW COCOA BEANS,1888377.75,0.00,JP
,,,4/30/2012 03:15PM,1,800,MAIN CROP RAW COCOA BEANS,298120.83,0.00,TH
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS,1490607.72,0.00,TH
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS,1253231.05,0.00,LV
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS,1253231.05,0.00,LV
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS,1488238.09,0.00,IN
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS,1488238.09,0.00,IN
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS,1488238.09,0.00,IN
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS,1488238.09,0.00,IN
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS,1488238.09,0.00,IN
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS,1488238.09,0.00,IN
,,,4/30/2012 03:15PM,1,2000,MAIN CROP RAW COCOA BEANS,640619.88,0.00,DE
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS,1281239.75,0.00,DE
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS                   (BULK),1272311.25,0.00,FR
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS                        (BULK),1272311.25,0.00,FR
,,,4/30/2012 03:15PM,1,40,MAIN CROP RAW COCOA BEANS                        (BULK),1272311.25,0.00,FR
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS,1531237.75,0.00,NL
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS,1700879.25,0.00,NL
,,,4/30/2012 03:15PM,1,4800,MAIN CROP RAW COCOA BEANS,1842842.40,0.00,NL
,,,4/30/2012 03:15PM,1,3200,MAIN CROP RAW COCOA BEANS,1217847.40,0.00,NL
,,,4/30/2012 03:15PM,1,1600,MAIN CROP RAW COCOA BEANS,608923.70,0.00,NL
,,,4/30/2012 03:15PM,1,1600,MAIN CROP RAW COCOA BEANS,600888.05,0.00,NL
,,,4/30/2012 03:15PM,1,1600,MAIN CROP RAW COCOA BEANS,600888.05,0.00,NL
,,,4/30/2012 03:15PM,1,800,MAIN CROP RAW COCOA BEANS,300444.03,0.00,DE
,,,4/30/2012 03:15PM,1,2400,MAIN CROP RAW COCOA BEANS,918742.65,0.00,NL
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS                            (BULK),1272311.25,0.00,FR
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS,1537934.13,0.00,NL
,,,4/30/2012 03:15PM,1,800,MAIN CROP RAW COCOA BEANS,257140.80,0.00,DE
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS,1292400.38,0.00,DE
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS,148659.53,0.00,DE
,,,4/30/2012 03:15PM,1,2400,MAIN CROP RAW COCOA BEANS,904010.63,0.00,ES
,,,4/30/2012 03:15PM,1,800,MAIN CROP RAW COCOA BEANS,296426.20,0.00,ES
,,,4/30/2012 03:15PM,1,800,MAIN CROP RAW COCOA BEANS,297319.05,0.00,ES
,,,4/30/2012 03:15PM,1,800,MAIN CROP RAW COCOA BEANS,297319.05,0.00,ES
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS,1468407.90,0.00,MY
,,,4/30/2012 03:15PM,1,4800,MAIN CROP RAW COCOA BEANS,1762298.40,0.00,MY
,,,4/30/2012 03:15PM,1,4000,MAIN CROP RAW COCOA BEANS,1468407.90,0.00,MY
,,,4/30/2012 03:15PM,1,1600,MAIN CROP RAW COCOA BEANS,595334.52,0.00,MY
,,,4/30/2012 03:15PM,1,1600,MAIN CROP RAW COCOA BEANS,594638.10,0.00,ES
,,,5/3/2012 07:35AM,1,3200,MAIN CROP RAW COCOA BEANS,1045324.80,0.00,DE
,,,5/3/2012 07:35AM,1,3200,MAIN CROP RAW COCOA BEANS,1045324.80,0.00,DE
,,,5/3/2012 07:35AM,1,4000,MAIN CROP RAW COCOA BEANS,1510821.00,0.00,ES
,,,5/3/2012 07:35AM,1,4000,MAIN CROP RAW COCOA BEANS,1510821.00,0.00,ES
,,,5/3/2012 07:35AM,1,800,MAIN CROP RAW COCOA BEANS,308516.00,0.00,ES
,,,5/3/2012 07:35AM,1,1200,MAIN CROP RAW COCOA BEANS,445760.25,0.00,ES
,,,5/3/2012 08:01AM,1,2000,MAIN CROP RAW COCOA BEANS,755410.50,0.00,NL
,,,5/3/2012 08:01AM,1,1600,MAIN CROP RAW COCOA BEANS,617032.00,0.00,NL
,,,5/3/2012 10:32AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),12558416.00,0.00,BE
,,,5/3/2012 10:32AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),12558416.00,0.00,BE
,,,5/3/2012 10:32AM,1,1,BULK MAIN CROP RAW COCOA BEANS(BULK LOADING),12304344.00,0.00,BE
,,,5/4/2012 07:40AM,1,4000,MAIN CROP RAW COCOA BEANS,1306656.00,0.00,US
,,,5/4/2012 07:40AM,1,4000,MAIN CROP RAW COCOA BEANS,1438114.67,0.00,TR
,,,5/4/2012 07:40AM,1,4000,MAIN CROP RAW COCOA BEANS,1306656.00,0.00,US
,,,5/4/2012 07:40AM,1,1600,MAIN CROP RAW COCOA BEANS,645161.40,0.00,JP
,,,5/4/2012 07:40AM,1,4000,MAIN CROP RAW COCOA BEANS,1438114.67,0.00,TR
,,,5/4/2012 07:40AM,1,4000,MAIN CROP RAW COCOA BEANS                     (BULK),1542580.00,0.00,DE
,,,5/4/2012 07:40AM,1,4000,MAIN CROP RAW COCOA BEANS                  (BULK),1547117.00,0.00,DE
,,,5/4/2012 07:40AM,1,4000,MAIN CROP RAW COCOA BEANS                  (BULK),1547117.00,0.00,DE
,,,5/4/2012 07:40AM,1,4000,MAIN CROP RAW COCOA BEANS                    (BULK),1542580.00,0.00,DE
,,,5/4/2012 07:40AM,1,4000,MAIN CROP RAW COCOA BEANS,1508062.50,0.00,MY
,,,5/4/2012 07:40AM,1,4000,MAIN CROP RAW COCOA BEANS,1494627.54,0.00,CN
,,,5/4/2012 07:40AM,1,4000,MAIN CROP RAW COCOA BEANS,1508062.50,0.00,MY
,,,5/4/2012 07:40AM,1,4000,MAIN CROP RAW COCOA BEANS,1533506.00,0.00,US
,,,5/4/2012 07:40AM,1,4000,MAIN CROP RAW COCOA BEANS,1526700.50,0.00,US
,,,5/4/2012 07:40AM,1,4000,MAIN CROP RAW COCOA BEANS,1504015.50,0.00,US
,,,5/4/2012 07:40AM,1,4000,MAIN CROP RAW COCOA BEANS,1526700.50,0.00,US
,,,5/4/2012 07:40AM,1,4000,MAIN CROP RAW COCOA BEANS,1504015.50,0.00,US
,,,5/4/2012 07:40AM,1,4000,MAIN CROP RAW COCOA BEANS,1533506.00,0.00,US
,,,5/4/2012 07:40AM,1,4000,MAIN CROP RAW COCOA BEANS,1508062.50,0.00,MY
,,,5/4/2012 02:46PM,1,1600,MAIN CROP RAW COCOA BEANS,618846.80,0.00,MY
,,,5/4/2012 02:46PM,1,2400,MAIN CROP RAW COCOA BEANS,1001769.60,0.00,JP
,,,5/4/2012 02:46PM,1,800,MAIN CROP RAW COCOA BEANS,317590.00,0.00,JP
,,,5/4/2012 02:46PM,1,3200,MAIN CROP RAW COCOA BEANS,1292137.60,0.00,JP
,,,5/4/2012 02:46PM,1,800,MAIN CROP RAW COCOA BEANS,317590.00,0.00,JP
,,,5/4/2012 02:46PM,1,1200,MAIN CROP RAW COCOA BEANS,486593.25,0.00,JP
,,,5/4/2012 02:46PM,1,4000,MAIN CROP RAW COCOA BEANS,1637857.00,0.00,JP
,,,5/4/2012 02:46PM,1,800,MAIN CROP RAW COCOA BEANS,327571.40,0.00,JP
,,,5/4/2012 02:46PM,1,4000,MAIN CROP RAW COCOA BEANS,1669616.00,0.00,JP
,,,5/4/2012 02:46PM,1,1600,MAIN CROP RAW COCOA BEANS,618846.80,0.00,MY
,,,5/4/2012 02:46PM,1,132,MAIN CROP RAW COCOA BEANS,43462.65,0.00,NL
,,,5/4/2012 02:46PM,1,400,MAIN CROP RAW COCOA BEANS                            (BULK),152670.05,0.00,NL
,,,5/4/2012 02:46PM,1,4000,MAIN CROP RAW COCOA BEANS                          (BULK),1504015.50,0.00,NL
,,,5/4/2012 02:46PM,1,4000,MAIN CROP RAW COCOA BEANS                    (BULK),752007.75,0.00,NL
,,,5/4/2012 02:46PM,1,4000,MAIN CROP RAW COCOA BEANS,1296048.49,0.00,MY
,,,5/4/2012 02:46PM,1,4000,MAIN CROP RAW COCOA BEANS,1296048.49,0.00,MY
,,,5/4/2012 02:46PM,1,8000,MAIN CROP RAW COCOA BEANS,2985028.41,0.00,MY
,,,5/4/2012 02:46PM,1,8000,MAIN CROP RAW COCOA BEANS,2985028.41,0.00,MY
,,,5/4/2012 02:46PM,1,4000,MAIN CROP RAW COCOA BEANS,1489999.80,0.00,MY
,,,5/4/2012 02:46PM,1,800,MAIN CROP RAW COCOA BEANS,303383.75,0.00,MY
,,,5/4/2012 02:46PM,1,1600,MAIN CROP RAW COCOA BEANS,598707.96,0.00,TH
,,,5/4/2012 02:46PM,1,1600,MAIN CROP RAW COCOA BEANS,618846.80,0.00,MY
,,,5/4/2012 02:46PM,1,1600,MAIN CROP RAW COCOA BEANS,618846.80,0.00,MY
,,,5/4/2012 02:46PM,1,1600,MAIN CROP RAW COCOA BEANS,618846.80,0.00,MY
,,,5/10/2012 11:06AM,1,4000,MAIN CROP RAW COCOA BEANS,1595598.42,0.00,MY
,,,5/10/2012 11:06AM,1,4000,MAIN CROP RAW COCOA BEANS,1595598.42,0.00,MY
,,,5/10/2012 11:06AM,1,1600,MAIN CROP RAW COCOA BEANS,605916.53,0.00,MY
,,,5/10/2012 11:06AM,1,4000,MAIN CROP RAW COCOA BEANS,1670025.41,0.00,TH
,,,5/10/2012 11:06AM,1,400,MAIN CROP RAW COCOA BEANS,150948.29,0.00,TR
,,,5/10/2012 11:06AM,1,800,MAIN CROP RAW COCOA BEANS,302430.60,0.00,ES
,,,5/10/2012 11:06AM,1,3200,MAIN CROP RAW COCOA BEANS,1264003.70,0.00,ES
,,,5/10/2012 11:06AM,1,4000,MAIN CROP RAW COCOA BEANS,1563566.20,0.00,MY
,,,5/10/2012 11:06AM,1,4000,MAIN CROP RAW COCOA BEANS,1563566.20,0.00,MY
,,,5/10/2012 11:06AM,1,3200,MAIN CROP RAW COCOA BEANS,1160541.55,0.00,MY
,,,5/10/2012 11:06AM,1,4000,MAIN CROP RAW COCOA BEANS,1707416.00,0.00,CA
,,,5/10/2012 11:06AM,1,4000,MAIN CROP RAW COCOA BEANS,1707416.00,0.00,CA
,,,5/10/2012 11:06AM,1,4000,MAIN CROP RAW COCOA BEANS,1307808.00,0.00,KR
,,,5/10/2012 11:06AM,1,4000,MAIN CROP RAW COCOA BEANS,1469031.66,0.00,TH
,,,5/10/2012 11:06AM,1,800,MAIN CROP RAW COCOA BEANS,293806.33,0.00,TH
,,,5/10/2012 11:06AM,1,4000,MAIN CROP RAW COCOA BAENS,1307808.00,0.00,KR
,,,5/10/2012 11:06AM,1,4000,MAIN CROP RAW COCOA BEANS,1591620.50,0.00,US
,,,5/10/2012 11:06AM,1,4000,MAIN CROP RAW COCOA BEANS,1587079.50,0.00,US
,,,5/10/2012 11:06AM,1,2400,MAIN CROP RAW COCOA BEANS,964508.40,0.00,US
,,,5/10/2012 11:06AM,1,3200,MAIN CROP RAW COCOA BEANS,1293276.80,0.00,KR
,,,5/10/2012 11:06AM,1,4800,MAIN CROP RAW COCOA BEANS,1896321.60,0.00,TH
,,,5/10/2012 11:06AM,1,1600,MAIN CROP RAW COCOA BEANS,652087.60,0.00,MT
,,,5/10/2012 11:06AM,1,4160,MAIN CROP RAW COCOA BEANS,1775712.64,0.00,CA
,,,5/10/2012 11:06AM,1,3840,MAIN CROP RAW COCOA BEANS,1639119.36,0.00,CA
,,,5/10/2012 11:06AM,1,1600,MAIN  CROP RAW COCOA BEANS,623025.20,0.00,US
,,,5/10/2012 11:06AM,1,1600,MAIN CROP RAW COCOA BEANS,652087.60,0.00,MY
,,,5/10/2012 11:06AM,1,1600,MAIN CROP RAW COCOA BEANS,652087.60,0.00,MY
,,,5/10/2012 11:06AM,1,1600,MAIN CROP RAW COCOA BEANS,652087.60,0.00,MY
,,,5/10/2012 11:06AM,1,4000,MAIN CROP RAW COCOA BEANS,1553022.00,0.00,JP
,,,5/10/2012 11:06AM,1,2400,MAIN CROP RAW COCOA BEANS,931813.20,0.00,JP
,,,5/10/2012 11:06AM,1,1600,MAIN CROP RAW COCOA BEANS,609402.20,0.00,JP
,,,5/10/2012 11:06AM,1,1600,MAIN CROP RAW COCOA BEANS,652087.60,0.00,MY
,,,5/10/2012 11:06AM,1,800,MAIN CROP RAW COCOA BEANS,311966.70,0.00,JP
,,,5/10/2012 11:06AM,1,1600,MAIN CROP RAW COCOA BEANS,631199.00,0.00,JP
,,,5/10/2012 11:06AM,1,1600,MAIN CROP RAW COCOA BEANS,559451.20,0.00,JP
,,,5/10/2012 11:06AM,1,800,MAIN CROP RAW COCOA BEANS,345116.00,0.00,JP
,,,5/10/2012 11:06AM,1,800,MAIN CROP RAW COCOA BEANS,279725.60,0.00,JP
,,,5/10/2012 11:06AM,1,800,MAIN CROP RAW COCOA BEANS,288353.50,0.00,JP
,,,5/10/2012 11:06AM,1,800,MAIN CROP RAW COCOA BEANS,288353.50,0.00,JP
,,,5/10/2012 11:06AM,1,4000,MAIN CROP RAW COCOA BEANS,1595598.42,0.00,MY
,,,5/17/2012 10:52AM,1,8000,MAIN CROP RAW COCOA BEANS                      (BULK),3050057.40,0.00,DE
,,,5/17/2012 10:52AM,1,1600,MAIN CROP RAW COCOA BEANS,630887.10,0.00,ES
,,,5/17/2012 10:52AM,1,8000,MAIN CROP RAW COCOA BEANS                         (BULK),3050057.40,0.00,DE
,,,5/17/2012 10:52AM,1,1600,MAIN CROP RAW COCOA BEANS,607794.60,0.00,BE
,,,5/17/2012 10:52AM,1,800,MAIN CROP RAW COCOA BEANS,331608.30,0.00,DE
,,,5/17/2012 10:52AM,1,400,MAIN CROP RAW COCOA BEANS,125161.35,0.00,NL
,,,5/17/2012 10:52AM,1,800,MAIN CROP RAW COCOA BEANS,302049.90,0.00,BE
,,,5/17/2012 10:52AM,1,800,MAIN CROP RAW COCOA BEANS,331608.30,0.00,NL
,,,5/17/2012 10:52AM,1,4000,MAIN CROP RAW COCOA BEANS                      (BULK),1554125.25,0.00,NL
,,,5/17/2012 10:52AM,1,4000,MAIN CROP RAW COCOA BEANS                       (BULK),1554125.25,0.00,NL
